@relation Act_Set_1

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute Activation {1,-1}

@data
23.031408,25.157468,6.008194,40.074983,10501.072847,6861.918609,0.56698,-0.011953,0.09588,0.732565,-1
202.371672,253.266988,51.239679,353.812184,6067.922697,3996.042135,0.565837,-0.018874,0.05944,0.985641,-1
268.670341,230.637893,116.372476,421.196433,18098.112526,11824.980191,0.560783,-0.002274,0.039023,0.900986,1
455.243998,327.309036,198.975055,711.693628,8575.875079,5615.307092,0.585072,-0.010275,0.061837,1.061916,1
130.018518,117.307784,49.267415,210.871917,15194.676414,10014.072713,0.516841,-0.014965,0.053436,1.045014,-1
164.957017,123.319654,67.294702,262.697384,11151.411857,7296.223067,0.671854,0.010336,0.052149,0.713279,1
100.901434,86.749985,37.009425,164.838232,15771.231024,10313.674553,0.618335,-0.043094,0.026972,0.606298,1
77.565305,58.441826,35.423601,119.744052,18471.912975,12077.56058,0.536883,0.022958,0.049693,0.986744,1
283.322718,277.450209,90.557725,476.413211,12379.970232,8295.171558,0.62163,0.00715,0.062955,0.879373,1
121.057436,131.759397,29.627487,212.651412,14492.857841,9498.261536,0.656042,-0.022196,0.047167,0.50803,-1
135.458984,116.441617,51.96561,219.114221,28995.598113,18910.968452,0.551383,0.00114,0.097197,0.790709,-1
107.71442,59.287783,64.332111,151.139217,16087.890711,10487.484473,0.599377,0.042577,0.079104,0.949377,1
109.618133,91.723021,48.591939,170.712565,10915.011849,7162.225588,0.545506,-0.001003,0.050357,0.986663,1
165.821534,109.502934,80.199152,251.52283,17017.995801,11079.538692,0.585081,0.013473,0.037478,0.879581,1
31.677123,29.55672,13.1511,50.228479,61494.709809,40111.422726,0.575837,-0.019175,0.047913,0.670477,-1
152.604306,194.369572,25.57275,279.900044,9400.440302,6221.899976,0.605582,-0.002477,0.060898,0.849916,1
146.138111,144.621591,53.499761,239.001945,13605.059748,8882.124718,0.541941,0.002338,0.060506,0.927992,-1
139.153544,124.848013,54.364678,224.066436,8486.755285,5556.352038,0.585197,-0.002457,0.079553,1.054365,1
217.02117,177.297673,85.09689,349.069538,16879.701483,10988.592838,0.552175,0.010258,0.055221,0.941816,1
225.517485,159.270515,96.289103,354.848889,16487.034058,10758.428013,0.582495,-0.008392,0.058635,0.739846,-1
366.150525,314.111259,138.657897,593.985865,16054.256316,10475.479725,0.50372,-0.028852,0.046293,0.799115,-1
389.077787,351.110095,166.855079,611.530238,5969.624144,4021.37604,0.532045,-0.004886,0.056801,0.751819,-1
132.426089,152.096276,27.266671,237.763935,112490.145192,73342.536818,0.560386,0.011709,0.056416,0.925935,-1
346.556629,270.595359,158.580065,534.817487,12564.062438,8221.742032,0.591426,0.007172,0.051344,1.052988,1
247.501185,192.080968,117.098267,377.972145,18117.560542,11875.198931,0.515362,-0.025314,0.052205,0.879058,-1
239.619671,236.03102,73.322224,406.08403,56548.398227,36866.370817,0.53832,0.008707,0.059239,0.69291,-1
306.854672,277.556835,85.216739,528.674474,14001.129717,9150.834637,0.594287,-0.003229,0.055737,0.984436,1
90.710823,86.61132,34.525811,146.971199,8591.868132,5755.859896,0.534047,-0.006827,0.036081,0.932553,1
330.039681,329.925626,92.448858,568.037431,19743.496458,12808.084072,0.591576,-0.02887,0.086826,0.860202,1
134.736553,119.512439,52.958194,216.596193,14429.157057,9865.726162,0.552816,0.010373,0.037205,0.815749,1
210.297247,300.855247,32.746761,388.088278,10146.056739,6683.985123,0.650031,0.044768,0.048101,0.75496,-1
85.453714,140.177265,15.075451,155.96206,7263.328641,5105.659315,0.572022,0.006339,0.026742,0.789252,-1
187.483145,154.678109,61.326686,313.710898,19163.221989,12553.678196,0.580815,-0.052724,0.036715,0.738017,-1
500.993431,419.290249,265.55296,736.667604,15922.644645,10405.426103,0.501604,-0.001268,0.052481,0.908849,1
32.682646,38.501334,9.294724,56.105915,9184.00412,6004.569248,0.53957,-0.003068,0.036234,0.781189,-1
204.34997,180.123143,66.258155,342.65961,14350.037273,9375.106343,0.476131,-0.038621,0.042499,0.755694,-1
169.338689,234.451479,12.413207,326.57828,24494.844831,15974.725829,0.476873,-0.014298,0.037547,0.631223,-1
251.818715,179.985539,117.740476,386.022108,9680.585912,6345.82608,0.572599,-0.017703,0.061672,0.92498,1
112.975782,87.086431,49.650926,176.361696,18795.136867,12268.351861,0.605925,-0.003447,0.043602,0.77303,-1
61.762166,78.87304,11.749182,111.855544,10767.13419,7080.500153,0.451949,-0.024695,0.036491,0.881789,-1
193.713767,248.564521,17.536838,370.224193,11501.507638,7547.052274,0.570356,-0.010589,0.059321,0.934483,1
282.417396,216.600806,123.907293,441.026704,15269.456622,10026.535963,0.611892,-0.013898,0.053153,0.752584,-1
234.81033,166.253009,113.488249,356.200604,15747.636038,10344.89208,0.507858,-0.007901,0.042916,0.896121,1
173.192268,130.918419,71.237703,275.226863,16954.681949,11104.730014,0.57014,-0.050344,0.052108,1.020679,1
161.694556,166.5772,39.642098,283.901872,8088.590841,5311.338713,0.581896,-0.031206,0.013451,0.802029,1
74.476275,81.409094,22.883272,126.159077,7793.048098,5121.942861,0.566704,0.023541,0.051093,0.721816,-1
115.574891,197.860092,22.620043,208.702431,22415.139645,14595.958776,0.581769,-0.012879,0.033795,0.612421,-1
147.669645,131.866712,58.777253,236.69773,12989.164845,8517.220095,0.521797,0.0159,0.040093,0.885572,-1
231.574097,147.462537,118.897754,344.394462,17769.128665,11637.461011,0.501439,-0.004326,0.09572,0.990127,1
85.893972,93.015585,28.826397,143.092433,14528.079222,9471.958589,0.54219,-0.069224,0.070855,0.763379,-1
350.705374,318.991467,133.689981,567.922636,10744.794215,7072.891329,0.563884,0.009801,0.032822,0.71651,-1
103.644614,73.762131,54.690089,152.634736,13610.830849,8895.596593,0.541288,-0.029052,0.049216,0.701952,1
147.933946,139.626885,55.734756,240.259723,15896.152197,10392.69657,0.568467,-0.012503,0.038917,0.904336,-1
177.2406,193.989934,56.086896,298.555959,8655.960792,5668.404422,0.531991,0.009546,0.067453,1.002556,1
270.923779,263.914577,81.561727,460.734069,7284.825232,4927.737057,0.652971,0.059599,0.070357,0.833603,1
141.093218,97.277014,67.123049,215.160113,21866.579341,14257.354735,0.692512,-0.011565,0.044625,0.438872,-1
188.590654,163.086443,65.822043,311.572306,14908.140995,9729.949085,0.52457,-0.003546,0.084492,0.954297,1
281.728487,140.102424,177.98038,385.550365,14926.288245,9763.860248,0.654732,-0.043935,0.066784,0.656429,1
90.598989,166.397995,8.243828,173.192579,9824.65116,6508.604555,0.64786,0.014417,0.062408,0.755142,-1
190.597608,138.298102,81.083007,300.242749,10840.877254,7162.556208,0.567352,0.017726,0.078091,0.929415,-1
298.23903,245.86821,120.948668,475.767862,19073.170364,12450.393953,0.543896,-0.018137,0.047735,0.912917,1
74.029522,94.416152,17.973809,130.247454,9088.484172,5930.993038,0.551778,-0.035598,0.053387,0.840562,-1
139.294119,103.004053,67.896819,210.766519,19624.831784,12825.255461,0.584841,0.002453,0.047629,0.688808,1
56.408368,54.37056,12.056176,100.819248,112882.533557,73582.25058,0.574656,-0.054994,0.070455,0.712839,-1
331.353124,240.33319,145.454439,517.367457,14289.273596,9717.202841,0.615069,-0.03852,0.026497,0.864631,-1
277.973893,256.136201,100.932477,455.267746,10681.416991,6999.378724,0.613755,-0.00611,0.062768,0.918354,1
101.288073,107.699644,30.581537,172.0928,6850.735425,4571.354685,0.567336,0.012025,0.038573,0.969332,1
172.228744,233.297438,27.614485,317.062846,17647.034876,11531.178289,0.635846,-0.021114,0.043635,0.661293,-1
237.310063,228.33026,93.536189,381.200298,15939.627655,10438.570402,0.663717,0.028911,0.031302,0.762459,-1
94.93215,100.391646,34.147703,155.790781,10681.693645,7029.527781,0.624663,-0.002077,0.05408,0.891044,-1
139.183535,134.389494,49.646237,228.833262,7474.924056,4881.870833,0.606419,-0.002431,0.085299,0.724715,-1
2.112609,2.617379,0.382138,3.84544,92408.883788,60253.782872,0.562439,0.032353,0.05745,0.508434,-1
263.055913,252.745584,95.416022,430.899939,12399.735121,8065.495832,0.604251,0.003462,0.048205,0.939103,-1
28.612783,34.898983,7.57139,49.69427,5850.237902,3879.144437,0.550266,0.001617,0.034605,0.878516,-1
194.320999,142.787422,89.972726,298.813412,12326.002689,8081.88644,0.586326,0.005427,0.066221,0.875712,1
170.372309,150.674747,70.58301,270.366365,7440.582649,4885.359929,0.623288,0.000128,0.049164,0.774824,-1
490.89804,294.365818,266.617898,715.316664,14996.714823,9824.642579,0.657373,-0.005005,0.046417,0.896038,1
92.24145,82.374977,35.460384,149.103209,14984.082916,9815.549534,0.562727,0.03104,0.097063,0.815759,-1
228.191658,138.251941,115.317482,341.063902,19694.784481,12853.337656,0.682586,0.0306,0.088642,0.775133,-1
292.888172,391.838478,51.116941,535.195797,17408.128057,11409.995481,0.612028,-0.0257,0.066694,0.846557,-1
252.251826,173.853058,114.600278,390.012834,14854.850009,9676.656581,0.56977,-0.006343,0.053835,0.975334,1
70.39076,60.1249,31.866375,108.966686,14694.713855,9622.253668,0.53374,-0.012352,0.06022,0.758402,-1
154.642917,122.679646,70.088599,239.273948,9349.849051,6126.045828,0.548831,0.014882,0.056116,0.824504,-1
40.366565,78.974395,5.883729,74.969484,6669.070244,4377.879833,0.576196,0.017877,0.120455,0.775054,-1
7.667647,14.933408,0.628899,14.720826,18789.174663,12269.537044,0.663527,-0.014742,0.047283,0.480365,-1
328.732714,307.650977,117.543733,540.17034,24733.733137,16166.764124,0.518341,0.001597,0.046166,0.922014,1
89.818389,87.974182,20.693556,159.04377,112036.392434,73057.544441,0.566509,-0.001229,0.051462,0.862466,-1
119.672198,109.245543,40.352593,199.025222,10727.463507,7017.26017,0.682167,-0.069062,0.034348,0.68128,-1
106.385064,100.42387,36.580426,176.269564,13947.105553,9108.584399,0.584604,0.003115,0.044538,0.953268,1
32.896776,61.836642,3.245742,62.604105,18856.915573,12322.736932,0.597126,0.005904,0.02338,0.709977,-1
119.311775,133.577112,32.545866,206.196278,112806.416366,73557.563212,0.629225,-0.021739,0.043002,0.81313,-1
155.202101,150.146066,57.835188,252.69833,7190.092288,4695.755709,0.513553,0.022764,0.035193,0.792371,-1
119.194353,127.904353,35.303956,203.254592,6857.323029,4509.399282,0.594837,-0.000376,0.072809,0.813365,-1
226.70053,260.412103,56.32494,397.300196,8603.191188,5712.296018,0.52743,-0.014342,0.044637,1.037582,1
138.477644,109.145792,68.598634,208.450292,9561.121475,6293.080214,0.617621,-0.020799,0.035319,0.621319,1
231.981812,138.316924,124.015898,340.032533,11024.869877,7253.869121,0.625511,0.019097,0.078864,0.916146,1
190.02161,169.410528,54.652826,325.491996,12397.787561,8114.29133,0.518687,-0.02132,0.038135,0.770872,-1
44.194042,62.00195,17.13201,71.292504,7510.621621,5054.989024,0.678311,0.051994,0.02662,0.576198,-1
198.215712,202.71803,33.59328,363.03327,14643.128867,9587.329285,0.546534,-0.001844,0.026339,0.926963,-1
100.851293,79.328473,48.792487,152.98789,13713.879891,9024.741705,0.629298,-0.013282,0.088422,1.018623,1
291.635814,189.29187,154.825971,428.617945,13753.48322,8990.05316,0.573319,-0.003947,0.041039,0.82732,1
80.71322,183.845633,4.457828,157.197938,8627.470273,5772.310106,0.426625,-0.014321,0.036617,0.950986,1
69.965592,71.171295,19.004592,120.998342,10176.265824,6675.76402,0.555786,-0.033301,0.054356,0.761733,-1
118.94381,104.753445,45.060531,192.928124,10651.675004,6992.031489,0.51548,-0.01058,0.078854,0.843917,-1
211.453688,175.598238,76.389903,346.619716,113076.285172,73786.679189,0.592141,-0.050496,0.051585,0.751584,1
213.144656,233.72892,63.391248,363.128175,10990.613024,7370.393202,0.626268,0.005263,0.051777,0.902969,1
415.945945,349.822894,173.925991,658.211769,19495.450698,12764.69566,0.625626,0.001537,0.014504,0.915909,1
228.452388,211.167662,87.008293,370.058184,7698.310186,5101.153002,0.550775,0.01808,0.053721,0.886054,1
232.79464,173.519856,108.178104,357.544813,12140.230339,7909.687645,0.598851,-0.027902,0.047006,0.706352,1
122.515566,145.991478,42.223147,202.953098,8790.614541,5759.76674,0.585726,-0.003554,0.032654,0.930384,1
144.028051,137.967945,47.971925,240.192466,11889.954477,7845.199505,0.546584,-0.006637,0.054833,0.843096,1
109.527982,157.750971,9.05045,210.138745,11140.249738,7273.214669,0.513502,-0.006268,0.052102,0.601706,-1
68.776575,82.437524,17.430735,120.18807,15205.044591,10089.182599,0.547397,-0.048775,0.07114,0.839874,-1
169.173994,133.206166,69.032834,269.474444,12155.28632,7945.830388,0.647665,-0.000416,0.079442,0.5853,-1
93.59928,158.955127,17.579895,169.808037,10572.198974,6919.200792,0.551497,-0.001109,0.061611,0.887046,-1
268.225381,390.598727,55.675138,481.12987,68105.908581,44358.796583,0.542592,0.000358,0.035921,0.911598,1
154.528129,229.434496,9.122953,300.343825,11219.884107,7346.52411,0.419714,-0.012114,0.065841,1.047966,-1
247.236583,210.857105,103.592672,391.108134,12842.90824,8391.457947,0.55777,0.002189,0.06387,0.918014,1
341.205284,287.406137,130.376576,552.208746,13998.361981,9353.037234,0.574085,-0.017397,0.059544,0.877023,1
104.093074,148.162228,29.823582,178.482637,14537.790238,9530.900431,0.535954,-0.031701,0.044506,0.684558,-1
242.943072,193.586471,107.774295,378.265938,15042.221911,9811.69098,0.594001,-0.013101,0.051135,0.777188,-1
169.538132,160.441742,47.83265,291.401584,9794.788904,6432.546104,0.545042,0.013817,0.071065,0.975669,1
287.079146,220.506182,113.68487,460.577605,19143.726268,12544.839381,0.531403,-0.012612,0.034071,0.936262,1
34.848201,52.322889,2.467372,67.287467,18929.517882,12350.247644,0.571493,-0.02815,0.04664,0.697267,-1
162.276103,141.332008,70.765341,253.87865,8782.702024,5770.026231,0.670932,-0.002014,0.033189,0.772532,1
53.134713,52.006048,19.154576,87.158365,18073.877209,11792.541334,0.597602,-0.03506,0.098689,0.889632,-1
329.961183,222.653811,159.443326,500.612503,6830.374853,4573.483328,0.574772,-0.003336,0.065847,0.877777,1
342.822472,281.422869,156.625711,529.405342,18764.107084,12244.219542,0.664783,0.057889,0.067589,0.78296,1
53.900107,171.065472,4.954671,103.024204,11736.118086,7698.916574,0.641202,-0.004684,0.110495,0.793356,-1
27.017819,72.786493,2.370243,51.712754,112267.562393,73204.981186,0.493327,-0.005321,0.011659,0.87909,-1
36.089761,60.783757,5.903104,66.322243,16555.269349,10796.36362,0.419663,0.005745,0.054292,0.513211,-1
418.482793,263.687148,204.941866,632.205843,21475.611837,13992.566092,0.600282,0.00255,0.051811,0.874435,1
120.575641,153.878469,19.941742,221.441757,9711.457944,6373.274869,0.514685,-0.002665,0.053033,0.960322,-1
378.50292,279.730722,155.650307,601.656121,11349.242631,7452.92022,0.565527,-0.01787,0.07263,1.032697,1
66.432454,61.172057,24.68758,108.227945,7266.192577,4747.888364,0.57448,-0.017231,0.081924,0.906963,-1
176.105966,134.086563,80.671451,271.632927,11488.70043,7547.626453,0.54436,-0.000257,0.048835,0.901888,-1
38.565007,38.279919,14.044485,63.117974,16277.407607,10620.185273,0.615679,0.021055,0.024777,0.716925,-1
123.391579,104.501708,47.452384,199.409957,21541.170809,14162.4791,0.589567,0.012713,0.043446,1.006929,1
68.720907,81.792932,17.986142,119.568127,12872.445807,8393.657614,0.634534,0.013812,0.054678,0.741568,-1
181.698829,297.320006,25.729787,337.962474,10520.774378,6879.34613,0.594101,-0.034251,0.04682,0.705394,-1
188.39655,161.233034,69.557406,307.477174,21164.351027,13845.557084,0.579705,-0.032438,0.058379,0.969467,-1
149.802638,127.529647,62.220248,237.523849,11124.794901,7278.630042,0.584306,-0.012588,0.076134,0.671174,-1
298.766674,234.699034,127.608715,470.094104,12083.684364,7937.36455,0.587088,-0.034938,0.073459,0.950723,1
152.399763,158.464799,57.489932,247.465643,6741.816879,4427.967329,0.561653,-0.049091,0.055018,0.706631,1
306.648345,205.065511,154.341172,459.076804,19398.339515,12648.40666,0.686049,0.00274,0.083672,0.870912,1
167.738493,126.31632,79.498833,256.067079,9490.728728,6207.344854,0.544422,0.013265,0.068526,0.954678,-1
126.00799,99.875619,52.634405,199.452565,13089.499746,8563.718351,0.497691,-0.018935,0.02021,0.841827,-1
297.633259,436.75988,28.834446,566.965617,20476.699438,13342.640076,0.525914,-0.027545,0.032891,0.972646,1
172.971586,124.386795,80.003351,266.024922,8737.47447,5845.93018,0.571453,-0.025517,0.065794,0.787197,1
126.141823,104.59307,61.227501,191.124608,15836.430904,10317.840398,0.617195,-0.01325,0.028257,0.829765,-1
