@relation Act_Set_1_pca

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute feature69 numeric
@attribute feature70 numeric
@attribute feature71 numeric
@attribute feature72 numeric
@attribute feature73 numeric
@attribute feature74 numeric
@attribute feature75 numeric
@attribute feature76 numeric
@attribute feature77 numeric
@attribute feature78 numeric
@attribute feature79 numeric
@attribute feature80 numeric
@attribute feature81 numeric
@attribute feature82 numeric
@attribute feature83 numeric
@attribute feature84 numeric
@attribute feature85 numeric
@attribute feature86 numeric
@attribute feature87 numeric
@attribute feature88 numeric
@attribute feature89 numeric
@attribute feature90 numeric
@attribute feature91 numeric
@attribute feature92 numeric
@attribute feature93 numeric
@attribute feature94 numeric
@attribute feature95 numeric
@attribute feature96 numeric
@attribute feature97 numeric
@attribute feature98 numeric
@attribute feature99 numeric
@attribute feature100 numeric
@attribute feature101 numeric
@attribute feature102 numeric
@attribute feature103 numeric
@attribute feature104 numeric
@attribute feature105 numeric
@attribute feature106 numeric
@attribute feature107 numeric
@attribute feature108 numeric
@attribute feature109 numeric
@attribute feature110 numeric
@attribute feature111 numeric
@attribute feature112 numeric
@attribute feature113 numeric
@attribute feature114 numeric
@attribute feature115 numeric
@attribute feature116 numeric
@attribute feature117 numeric
@attribute feature118 numeric
@attribute feature119 numeric
@attribute feature120 numeric
@attribute feature121 numeric
@attribute feature122 numeric
@attribute feature123 numeric
@attribute feature124 numeric
@attribute feature125 numeric
@attribute feature126 numeric
@attribute feature127 numeric
@attribute feature128 numeric
@attribute feature129 numeric
@attribute feature130 numeric
@attribute feature131 numeric
@attribute feature132 numeric
@attribute feature133 numeric
@attribute feature134 numeric
@attribute feature135 numeric
@attribute feature136 numeric
@attribute feature137 numeric
@attribute feature138 numeric
@attribute feature139 numeric
@attribute feature140 numeric
@attribute feature141 numeric
@attribute feature142 numeric
@attribute feature143 numeric
@attribute feature144 numeric
@attribute feature145 numeric
@attribute feature146 numeric
@attribute feature147 numeric
@attribute feature148 numeric
@attribute feature149 numeric
@attribute feature150 numeric
@attribute Activation {1,-1}

@data
3379.649623,613.293054,-36.46689,79.717435,-27.176323,8.689706,10.002141,-2.522102,-15.194238,2.254708,-7.490634,8.123586,6.824724,-2.44119,-1.753618,1.609608,3.344404,0.23911,6.193609,-7.099133,-0.574773,1.654524,1.244576,1.081713,0.682082,-3.553463,-0.121072,-0.94533,4.64288,-1.282412,2.155047,0.596872,1.236445,1.016118,-0.169868,-0.041902,0.43616,0.180087,0.097138,0.72437,-0.17429,0.178599,0.026593,0.397445,-0.049124,0.032088,0.131053,-0.405061,-0.35983,-0.079329,-0.170506,0.021219,0.272028,-0.054367,-0.012477,-0.094668,0.018307,-0.39248,0.072322,0.173022,-0.166968,0.188141,-0.008572,0.252422,0.065737,0.088271,-0.011157,-0.023048,0.097305,-0.029297,-0.01283,0.129186,0.072841,-0.031951,0.218305,-0.228391,0.022285,0.098653,-0.042885,-0.073372,0.104339,0.031738,0.21384,0.051093,0.200701,0.174905,-0.012259,-0.204598,0.064934,0.120877,-0.091652,-0.005253,-0.086443,0.02262,-0.044626,-0.001552,-0.001086,-0.075268,-0.019911,-0.005293,-0.034595,0.004897,0.02636,-0.100582,-0.013048,0.029844,0.044766,0.062911,-0.025081,-0.020334,0.06411,-0.06263,-0.052037,-0.013262,-0.001836,0.011132,0.011257,-0.031912,0.003955,-0.033781,0.014102,0.002906,0.040615,0.019817,-0.024668,-0.015143,0.020531,-0.041745,-0.001568,0.003188,-0.005759,0.011016,0.020462,-0.006031,0.021608,-0.001012,0.012581,0.00833,-0.012093,-0.003599,0.004132,-0.010708,-0.021597,-0.018742,-0.009181,-0.010169,0.002022,-0.003029,0.007265,0.006455,1
88504.038706,-338.899552,-35.720461,-28.678744,56.481467,-1.86597,2.998446,-1.87223,2.945116,4.480015,-0.79126,-2.667289,0.645437,-1.247019,3.064994,6.281641,-5.684672,-10.94537,-4.784028,1.929983,-0.307121,-0.533441,0.989667,2.452285,-3.954341,-1.135316,1.350166,-0.041899,1.899309,1.334013,0.652943,1.345396,0.573924,-0.925169,-0.178376,-0.043007,0.264275,-1.36881,-0.263,0.169845,0.360466,0.051782,0.525388,0.198817,-0.0902,-0.254529,-0.676174,0.581803,0.038249,-0.368167,0.558269,-0.080679,-0.212103,0.077123,0.44248,0.121597,-0.26396,0.075304,-0.156803,0.206545,-0.019549,-0.13541,-0.114538,0.118167,-0.205249,0.144637,-0.076018,0.468401,-0.014638,-0.287983,-0.069827,-0.158889,-0.039204,-0.005299,0.078175,-0.0477,0.034474,0.075529,-0.043861,0.070977,0.253193,-0.212424,-0.043004,0.222783,0.004281,0.038008,0.074525,-0.051271,-0.007755,-0.001537,0.088095,-0.081766,0.002334,0.031778,0.050462,0.077037,0.024615,0.080709,-0.082124,-0.120638,0.02072,0.198518,-0.100497,-0.041734,0.082994,-0.022028,-0.064898,-0.043833,-0.0063,0.031261,0.034278,0.121632,-0.020079,0.059761,-0.041116,-0.047802,-0.029174,0.002717,-0.012374,-0.008548,-0.006735,0.005508,0.012445,0.035617,0.002013,0.035168,-0.000525,0.031187,0.014764,0.017512,-0.015326,-0.009782,-0.000028,0.007748,0.009313,-0.007798,0.000111,0.010345,-0.027029,-0.019915,0.004708,-0.008233,0.008997,-0.012471,0.016221,-0.015949,-0.002105,-0.002137,0.013918,0.010418,-1
-5929.397844,58.361905,-36.863858,2.929898,-21.634176,-30.119556,-7.060006,-7.111038,30.675083,-15.287952,-8.39377,0.756212,-8.058681,-5.399673,-4.674599,7.129305,7.270814,-4.366601,1.271793,-4.127134,0.880348,-1.822685,0.449615,-0.075136,2.230336,-1.984274,0.250428,0.31062,-0.837152,-1.098509,-0.591388,0.564912,0.611532,-0.011284,-0.42796,-0.21902,-0.563056,-0.228591,0.440036,-0.194836,0.102432,0.793465,0.305911,0.440606,0.038737,0.363636,-0.134514,-0.018209,0.672103,-0.090708,0.306408,-0.342662,-0.149768,-0.134268,-0.378022,0.247329,-0.107239,0.076036,-0.096027,-0.167875,0.091658,0.040284,0.009022,-0.088867,-0.198281,0.030492,-0.110144,0.330081,-0.019428,0.005856,-0.024375,-0.090705,-0.28086,-0.005785,-0.164495,-0.036842,0.080028,-0.021479,-0.078744,-0.151074,0.065868,0.06476,-0.080435,0.008512,-0.089076,-0.112432,-0.166506,0.163564,0.086578,0.03781,-0.132858,-0.038335,-0.008149,-0.051761,-0.041205,-0.035524,0.010319,-0.045484,-0.111078,-0.034734,0.039727,0.007915,0.000294,0.060925,-0.047058,0.033091,0.033759,0.008365,0.018072,0.01545,-0.017588,0.022072,-0.006354,-0.013111,-0.009274,-0.044853,0.018187,-0.006441,0.008685,-0.004993,-0.00013,0.013876,0.016413,-0.032692,0.013243,0.024323,-0.010708,-0.016933,-0.012111,0.016278,-0.003528,0.010437,0.002794,-0.006322,-0.002363,0.010727,0.00316,-0.005105,0.013745,-0.001766,0.011746,0.002086,-0.023321,-0.00194,0.007942,0.024697,0.014447,0.006887,-0.004492,-0.01334,1
462.060643,-87.651507,-34.291483,38.594063,16.981765,11.32314,-9.255585,18.599415,-6.022758,2.953658,2.099279,0.360117,2.21135,9.06049,-17.233981,-0.717961,-5.303285,-1.144768,-6.202787,1.453566,1.393581,-1.334772,-2.133727,-2.571027,-0.678475,-0.530873,-1.393071,1.322726,-2.683153,-1.478337,-1.166804,1.363903,-1.624896,-0.227839,0.272558,-0.57104,-0.957413,0.050833,-0.161403,-0.002575,0.111109,-0.031504,0.667582,-0.320271,-0.118773,-0.014294,-0.235365,0.040933,-0.089299,-0.832611,-0.355438,0.259708,-0.308933,-0.202361,-0.23627,-0.150413,-0.158287,-0.434745,0.063402,0.160489,0.01522,-0.419673,-0.143206,0.064378,0.026345,-0.017022,0.085391,0.175611,0.119268,0.189042,0.104682,0.02823,0.114365,-0.200576,-0.132193,0.034499,0.183457,-0.306461,0.145969,-0.175189,0.033416,0.120494,0.273817,0.188698,-0.077605,-0.040042,-0.00114,-0.167399,-0.124979,-0.125916,0.011774,0.068963,-0.027435,-0.076321,0.028174,0.049834,-0.076609,0.070291,-0.006104,0.053504,0.010751,0.068074,-0.038272,-0.02847,0.034469,0.056167,0.048762,0.024985,-0.028304,-0.004806,-0.020921,0.019038,-0.04655,0.001951,-0.017259,0.033535,0.036464,0.015729,0.036226,0.048029,0.034616,0.001718,-0.022344,0.009255,-0.00849,-0.010807,0.006304,-0.004944,-0.038015,-0.053668,0.03106,-0.008824,0.002125,0.000131,-0.043849,0.039013,-0.034567,0.012266,-0.010293,0.008046,-0.005648,-0.014,-0.02099,-0.003735,-0.007312,-0.003542,0.012709,-0.022379,0.01485,0.004205,1
-9741.853417,-121.378967,-21.142532,-23.643957,42.086591,24.014124,10.105881,-21.746689,5.006708,6.002262,5.564187,18.070114,5.181504,5.615521,-6.942887,-1.823677,-3.136155,-4.415947,5.398701,-2.148831,-2.004335,8.773085,-1.079546,-0.281809,1.469739,-0.128235,0.189392,-3.636088,-0.259716,0.786762,-1.290567,-1.047371,0.109817,0.207962,-0.667356,0.024439,0.554237,0.170926,0.182461,0.167933,-0.002536,-0.108067,-0.277996,0.252757,-0.254719,0.18402,-0.484693,0.79009,-0.141462,-0.22949,0.259819,-0.029899,-0.024259,-0.066171,0.037334,0.80675,0.213049,0.17175,-0.182022,-0.192108,-0.006549,-0.434945,-0.081809,-0.057161,0.074545,0.078661,-0.251185,-0.114055,-0.132914,-0.001529,-0.19894,0.004578,0.051452,-0.03741,0.185214,0.01406,-0.11865,-0.008256,-0.252684,0.090693,-0.160639,0.217145,0.013004,0.113502,0.057844,0.032668,0.09074,-0.151158,0.010494,0.0283,-0.145266,0.079515,-0.093908,0.028635,-0.131817,-0.079142,0.082897,0.008919,-0.007384,-0.084745,-0.040245,0.014377,0.029321,0.041689,0.014628,0.011364,-0.042124,0.152598,-0.016639,-0.038638,-0.070287,-0.007978,0.014313,-0.029553,0.013095,0.019318,-0.018422,-0.013877,0.067847,-0.002416,0.013948,-0.007029,-0.019391,0.003977,-0.007044,-0.039883,-0.025428,0.015479,0.017412,-0.008998,0.001451,-0.004673,-0.002081,0.003685,0.011039,0.016052,-0.023987,0.008079,-0.00711,-0.010846,-0.002522,0.004427,0.003469,0.011276,-0.02513,0.003903,0.007442,0.009741,0.002038,0.011277,-1
113207.616969,117.821786,9.003821,-2.308907,30.429547,-17.088459,-8.811755,-8.928827,-4.985928,-0.083314,-10.638287,-0.816481,2.562406,0.148733,5.637258,-8.105383,2.238147,-0.142484,-1.505429,1.65048,0.019407,0.455516,-0.707379,0.555775,-0.115163,-1.894187,-1.076497,-0.069778,-0.349841,-1.381194,-1.654837,1.370832,-0.434921,0.064825,0.171851,0.237723,0.235146,-0.133547,-0.326915,0.554398,0.024722,-0.203364,0.042069,0.28923,-0.221092,0.352649,0.113159,0.13585,-0.32322,0.102782,-0.49033,0.00129,-0.5303,0.417151,-0.052269,0.239068,0.106769,0.233904,-0.207095,0.229886,-0.07069,-0.322505,0.013694,-0.229132,0.228366,0.018632,-0.107761,-0.003271,0.124847,0.018485,-0.018935,-0.13944,0.091532,0.174968,0.037331,0.020759,0.078077,0.167412,0.106662,-0.037174,0.192315,0.012158,0.132297,0.029344,-0.167162,-0.182245,-0.097852,0.07891,-0.030662,0.006767,-0.146819,0.008318,0.087676,-0.062026,0.1379,-0.135584,-0.089041,-0.157665,-0.006555,-0.033797,0.070002,-0.153384,-0.041736,0.081169,-0.127413,-0.025638,0.008318,0.000228,-0.045973,0.007398,0.004101,0.005228,-0.023003,-0.057784,0.004806,0.044303,-0.019719,-0.010657,0.007925,-0.00414,-0.006254,-0.000476,-0.058397,0.002882,-0.016557,0.033742,-0.019476,-0.007403,-0.011747,0.004906,0.037715,0.000565,0.017474,-0.002663,0.010902,-0.000616,0.016931,0.015366,-0.023518,0.000274,0.00364,0.008774,-0.003918,-0.002262,-0.001288,0.013531,-0.021705,0.001676,0.012163,-0.00305,1
-470.032917,574.384486,-56.86324,41.667922,8.363517,-12.97636,-0.183222,-8.69521,0.835228,8.218129,0.161278,-10.486958,-1.060728,3.984571,6.099346,7.015075,3.67705,0.788431,7.18388,-3.033362,-0.097986,-2.010273,-2.419237,0.457312,3.203189,1.600668,-3.915777,-2.25387,1.973832,0.545151,-0.670949,0.75896,-0.409768,-0.776152,0.216468,0.105464,0.067474,-0.297084,-0.173306,-0.2957,-0.234152,0.613333,0.505852,-0.130892,0.371025,-0.344372,0.947782,0.145566,0.264401,-0.128742,-0.273476,0.276577,0.099674,0.248061,-0.19493,0.134507,-0.168846,-0.263561,-0.305661,-0.146215,0.46201,0.291676,-0.153809,-0.035196,-0.098937,-0.198946,-0.03328,0.170792,-0.129455,0.128624,-0.294793,0.114886,-0.141969,-0.175915,0.002755,-0.059473,0.024365,-0.076777,0.134055,-0.119101,-0.045999,-0.209729,0.257634,-0.209114,0.14671,0.053828,0.00734,0.030575,-0.290328,0.234186,-0.141735,0.002291,-0.086358,0.014097,-0.099761,-0.051548,-0.191721,0.137862,0.081043,-0.051695,0.056487,0.101843,0.007482,0.009473,-0.051205,-0.07786,0.077869,0.019606,0.074155,0.019241,-0.033236,0.059035,-0.04307,-0.004585,-0.006876,0.02206,-0.035312,0.007353,0.006018,-0.034753,-0.033132,0.048687,0.010874,0.015418,-0.003232,-0.023043,-0.035086,0.019441,0.008768,-0.0298,-0.010769,-0.023167,-0.025792,-0.022903,-0.011991,0.007856,-0.001142,-0.004637,-0.013949,-0.011535,-0.00753,-0.002242,-0.0018,0.005132,0.004088,0.03034,0.000239,0.014228,0.003705,-0.000196,1
-6279.939643,210.864947,-15.169422,-41.81686,-26.129079,-43.109862,-6.193025,3.449479,-0.537469,28.954091,13.348593,-1.023637,9.86281,-6.089794,7.486523,-5.890153,-9.677573,0.739386,1.122616,-0.323655,-1.356034,0.852979,-0.725995,0.340202,-1.747783,-2.290767,-0.202036,1.109609,0.199908,1.78418,-0.603644,1.625868,0.12022,-0.048246,0.35972,0.102868,-0.404682,0.225625,0.392915,-0.373165,0.108606,-0.633973,-0.520683,-0.679196,-0.280467,-0.101765,-0.540576,0.209705,-0.257328,0.085626,0.544011,0.33601,0.374627,-0.07868,0.054669,-0.059496,-0.392539,-0.127549,-0.103261,-0.019594,0.064086,0.170168,0.234345,0.210107,0.105676,-0.009603,0.077663,0.02534,0.023429,0.060596,0.190863,-0.314035,0.231409,-0.012952,0.182258,-0.126964,-0.12025,-0.052272,0.096475,-0.098407,0.07745,0.237662,-0.048287,-0.061656,-0.119819,-0.024222,0.049122,-0.085179,-0.212252,0.11629,-0.304721,0.051419,-0.047759,-0.011207,-0.019042,0.018375,0.0222,-0.008491,0.032897,0.008279,-0.041787,0.095731,-0.046474,0.087319,-0.061123,-0.040682,0.136674,0.01223,-0.02662,0.007668,-0.040285,0.09433,0.011584,-0.022806,0.022898,-0.039603,0.045791,0.012624,0.014281,-0.000399,-0.012617,-0.009313,0.000391,0.013732,-0.002215,0.026682,-0.003155,0.000917,-0.005753,0.024512,0.004083,-0.004614,0.000182,-0.007174,0.008157,-0.016609,-0.013525,-0.012364,-0.001248,0.008611,-0.004531,0.001411,-0.007033,-0.020381,-0.010175,0.012605,-0.008048,0.006493,0.02483,0.019343,1
-9434.146746,-376.154038,-28.317031,-25.058586,59.84275,3.677856,18.998904,-8.001735,2.559595,-14.329894,1.982042,-0.575892,-1.721222,2.360747,8.401699,-1.449716,-6.888989,2.726699,-3.704458,1.241055,2.742207,-3.992579,-0.415533,1.300245,-0.583532,1.689979,2.408667,5.055553,0.050364,2.140602,2.08317,-0.027304,-0.875229,-1.839622,0.694641,0.225424,0.251255,-0.573261,-0.020664,0.669753,-0.47284,0.537081,-0.363198,-0.477829,0.648564,0.078086,-0.341391,0.151162,-0.567134,0.463829,0.0362,0.785323,0.000049,0.345645,-0.591857,-0.094225,0.13098,-0.03605,-0.318929,0.325281,-0.667581,0.359806,-0.329428,-0.429947,-0.139674,-0.067064,-0.140437,0.153028,-0.133918,0.037231,-0.10829,0.031184,0.026883,0.169403,0.029756,-0.095387,-0.01922,0.040219,-0.029873,0.238297,0.081753,-0.027586,0.001503,0.189667,0.102847,0.053685,0.03542,-0.013683,-0.215222,0.120401,0.002534,-0.019572,0.003762,0.030363,0.020559,0.031385,-0.065506,-0.128792,0.100132,-0.012422,0.06657,-0.099644,0.106492,0.000046,-0.013314,0.018631,0.001798,0.047295,-0.136934,-0.026726,-0.019432,-0.066288,0.023712,0.052223,0.035922,-0.003256,0.014388,0.022746,-0.039422,-0.007772,-0.042835,-0.002889,-0.009331,-0.02522,-0.031283,-0.023273,-0.022682,0.016524,0.001563,-0.005517,-0.014098,-0.00545,0.020309,-0.006617,0.000266,0.005259,-0.007817,0.008939,0.000126,0.011503,-0.015934,-0.001764,-0.002939,-0.001457,0.005576,-0.005264,-0.006068,-0.008083,-0.010516,0.01645,-1
-9622.80284,-215.881976,-16.252668,50.45846,-47.426889,-0.834747,-9.233619,26.678731,-29.798793,-1.989083,1.499593,-8.973056,-2.016264,8.982404,5.492928,0.643095,-9.823739,0.022963,2.490243,-4.366804,-2.437122,1.126557,-5.833985,2.01212,4.776796,-0.996956,0.915807,0.611375,-0.6271,1.163245,-1.449657,-1.126386,1.164408,0.556615,-0.942022,0.426758,-0.191709,-0.162917,0.524945,-0.1449,0.361287,0.112895,0.64921,-0.710593,0.14943,0.050119,-0.254464,0.353654,0.112751,-0.270998,-0.866906,0.07956,-0.366051,0.180068,0.052395,-0.218849,-0.102329,0.062309,0.079342,0.305445,-0.138322,0.103709,-0.185845,0.03864,-0.039039,-0.044158,0.32137,-0.158819,0.161601,-0.086985,0.195002,-0.091117,-0.241117,-0.128718,0.134091,-0.010774,0.380632,0.063809,-0.139726,0.185702,0.150224,0.022392,0.118189,0.102147,-0.135093,0.25185,0.005935,0.051381,0.146184,-0.219948,-0.007009,-0.042607,0.032592,-0.013512,-0.2183,-0.122188,-0.037654,0.011795,0.102468,-0.045815,-0.057634,0.002027,-0.028717,-0.051746,0.025244,0.047168,0.07152,-0.050133,0.045907,0.000886,-0.002925,-0.002118,0.002214,0.021065,0.019531,-0.02994,0.012209,0.013877,0.051566,-0.024943,-0.054256,-0.029204,0.00953,0.027043,-0.009099,0.030444,-0.024755,0.021558,-0.025818,0.031531,-0.021194,0.023335,-0.024846,-0.039042,-0.005845,0.003502,0.010069,-0.018507,-0.007094,-0.007514,-0.015461,0.007115,0.006374,-0.001837,0.019863,0.016567,-0.005353,-0.005852,0.005799,-0.005039,-1
113352.541236,-317.834693,-28.534761,-20.426435,-5.935534,-17.893908,36.411215,0.409568,-16.874471,-5.78266,-2.910877,-2.410319,16.281801,1.073619,-0.653319,13.975361,-3.842604,-5.070412,2.569167,-1.403597,2.406952,-5.229083,6.395381,2.761517,-0.334369,-1.208937,1.740411,4.197283,0.910407,1.406418,1.207476,-0.60397,-1.141897,0.53272,-0.063868,-0.753193,0.621041,-0.208228,0.316503,0.63364,0.05848,0.325235,-0.571369,-0.337425,0.112667,0.276473,0.096023,0.572203,0.367434,0.184279,0.353857,-0.061855,0.011167,-0.520387,0.294388,0.248656,-0.215794,0.07072,-0.15226,-0.093926,0.305414,-0.494924,0.290513,0.007831,-0.06045,0.04719,0.041578,0.164102,-0.365382,0.291488,0.153825,-0.056936,-0.130017,0.33359,0.069828,-0.057351,0.065239,0.069315,0.143223,-0.063801,-0.292811,-0.11377,0.039799,-0.095593,0.027777,-0.002049,-0.014687,0.095172,0.088099,-0.179794,0.121763,-0.013992,0.114291,0.044512,-0.157978,-0.086689,0.016141,0.010222,0.046139,0.100043,0.012981,0.077058,0.054917,-0.00685,0.010392,0.032418,0.109675,-0.001814,0.065292,0.015211,-0.014191,0.033003,0.010094,0.033981,0.015517,0.05608,0.045159,0.043863,0.022209,0.018028,-0.014362,-0.012565,0.024971,0.012583,0.00652,-0.013825,-0.011588,-0.030653,-0.002677,0.005412,0.013785,0.00046,0.009829,-0.001172,0.027177,-0.001404,0.012781,0.00069,0.003277,-0.005502,-0.00693,0.013797,0.000861,0.004792,-0.008095,0.00219,-0.006307,-0.023801,0.00043,-0.010841,-1
-1706.512852,-22.520756,-39.7461,-10.725547,4.133629,-9.968947,4.532915,-10.016659,-14.533441,-1.973539,6.188043,3.793067,-0.717174,1.295362,6.436708,-13.004025,3.541632,-0.161174,-2.134131,-0.777535,-3.461086,0.750839,0.040144,-1.705728,3.992797,2.446892,1.469299,3.409453,-0.069304,-0.684984,-1.604783,2.341506,0.996552,-0.287964,0.748776,-0.117884,-0.181941,0.533578,-0.795756,-0.120059,0.181559,0.017874,-0.579219,0.035221,-0.085366,0.335696,0.253126,0.168901,0.172219,0.306728,0.212609,0.097076,0.366823,-0.075547,0.370391,0.033599,-0.224919,-0.274175,-0.231788,0.029741,0.076406,-0.427338,0.205049,-0.068595,0.207737,-0.043412,-0.000798,0.211173,0.007988,0.606869,0.00407,0.163131,-0.19448,-0.244335,0.260661,-0.04719,0.162152,-0.065045,-0.15899,0.071606,0.039627,-0.103227,0.027451,0.099746,0.103667,0.128998,-0.057685,0.002864,-0.193547,-0.102633,0.040202,0.117108,0.031878,-0.119138,-0.023271,0.037634,-0.040369,-0.02222,0.168156,-0.02571,-0.022771,0.044057,-0.078099,-0.003187,0.001117,0.022351,-0.044863,0.030485,-0.055919,0.04238,-0.029887,0.010154,-0.01011,-0.053364,0.056659,-0.032235,0.001301,0.000138,0.004113,-0.021679,0.025045,0.009212,0.011926,0.020475,-0.005537,0.002043,-0.03329,0.017478,0.007993,0.002716,-0.014493,0.014288,0.017184,-0.018333,-0.001303,-0.013053,0.01595,0.034166,-0.00304,-0.011763,0.001772,0.006308,0.02366,-0.005839,0.002538,0.001872,-0.006835,-0.013274,-0.001546,-0.013159,1
-5218.571043,187.058861,-11.117179,-8.318328,26.13592,-12.323855,-6.544106,1.854639,13.375882,2.365454,-7.737429,0.628554,-5.488006,-0.667715,-0.391822,-7.27416,0.559203,2.292652,-1.160673,3.279568,-0.74842,-2.841068,0.640647,-0.69859,-1.154906,1.099314,-0.279728,-1.071238,-0.655861,2.57058,0.059678,1.707068,-0.51758,0.032895,-0.269891,-0.292902,-0.358232,0.466936,-0.032088,0.217132,0.350032,-0.14009,-0.148996,-0.17182,0.21056,-0.010604,0.875202,0.09643,0.33927,-0.168678,0.360434,0.053303,-0.094532,-0.006862,-0.205232,-0.178308,-0.140235,-0.054708,-0.171917,-0.252625,-0.360604,-0.091066,-0.011427,-0.040307,0.032999,0.067788,0.030103,0.275466,-0.174182,-0.111264,0.10279,0.007728,-0.174526,0.161275,0.017011,0.053822,0.06504,-0.09503,-0.123716,-0.102204,-0.024064,0.054272,-0.233272,0.015727,-0.141295,-0.119914,-0.08928,0.075371,-0.060061,-0.109059,-0.003812,-0.192555,0.165869,0.032307,-0.001268,0.044868,-0.001802,-0.010254,0.000774,-0.100423,-0.05619,0.001585,0.038636,0.054877,-0.035468,-0.063234,0.001583,0.051894,0.0312,-0.002557,0.029677,0.012539,-0.021534,-0.013153,0.017945,-0.004237,0.007298,-0.038511,-0.01959,-0.013452,-0.005114,0.011512,0.007771,-0.007313,-0.004782,-0.013323,0.007699,-0.002743,-0.002172,0.025383,-0.001003,0.004207,-0.044921,-0.012852,0.003781,0.006103,-0.016948,0.008598,-0.008434,-0.0087,-0.005999,-0.016993,-0.015015,0.024261,0.007039,0.017645,-0.006593,-0.012794,0.013321,0.000077,1
-9071.978032,-137.488325,-4.798965,-4.7971,-93.349624,57.958495,-10.581783,2.030125,-15.082678,17.037584,-7.358641,-4.87144,-1.081278,-3.069685,-2.538383,-5.494354,4.386036,-2.848779,-2.215274,-1.15124,-2.789655,3.482329,-0.47383,4.022933,-0.619857,-2.595367,3.37643,1.112718,1.260871,-0.509512,1.308604,-0.37476,0.773061,-0.166514,-0.920051,-0.438377,0.837963,0.287837,-0.658653,-0.279808,-0.090994,-0.333916,0.500212,-0.055856,0.139162,0.03793,-0.075342,-0.359223,-0.127206,0.344868,-0.50899,-0.350793,-0.088123,-0.165077,-0.064244,-0.550928,-0.115309,0.051937,0.190341,0.282554,0.307401,-0.15429,0.187292,-0.369133,-0.106765,-0.003453,0.218745,0.073109,-0.023923,0.041396,-0.155171,-0.102125,-0.189685,0.124702,-0.046037,0.006915,-0.123204,0.142588,-0.079589,-0.02716,-0.118971,-0.058916,-0.199887,0.252649,-0.129883,0.184312,-0.159909,-0.095759,-0.072878,-0.007354,0.201828,-0.056474,-0.084645,-0.010005,-0.003209,0.028825,-0.030319,-0.004628,-0.022041,-0.168234,-0.012445,-0.002001,-0.141302,-0.021929,-0.037464,-0.017835,-0.044446,-0.016208,-0.011526,0.004281,0.007543,0.00438,0.039128,0.004585,-0.028064,0.001238,0.018744,0.009645,-0.031191,0.028207,0.008435,0.020843,-0.013594,-0.036332,0.033573,-0.000755,-0.033547,-0.002791,0.021732,0.009509,-0.010543,-0.00274,0.031787,-0.005167,0.003589,0.008743,-0.000535,-0.003707,-0.017288,0.024283,0.003204,0.006054,0.009216,0.006465,-0.006692,0.015197,0.009453,-0.022168,-0.008542,0.019298,-1
