@relation Act_Set_2

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute feature69 numeric
@attribute feature70 numeric
@attribute feature71 numeric
@attribute feature72 numeric
@attribute feature73 numeric
@attribute feature74 numeric
@attribute feature75 numeric
@attribute feature76 numeric
@attribute feature77 numeric
@attribute feature78 numeric
@attribute feature79 numeric
@attribute feature80 numeric
@attribute feature81 numeric
@attribute feature82 numeric
@attribute feature83 numeric
@attribute feature84 numeric
@attribute feature85 numeric
@attribute feature86 numeric
@attribute feature87 numeric
@attribute feature88 numeric
@attribute feature89 numeric
@attribute feature90 numeric
@attribute feature91 numeric
@attribute feature92 numeric
@attribute feature93 numeric
@attribute feature94 numeric
@attribute feature95 numeric
@attribute feature96 numeric
@attribute feature97 numeric
@attribute feature98 numeric
@attribute feature99 numeric
@attribute feature100 numeric
@attribute feature101 numeric
@attribute feature102 numeric
@attribute feature103 numeric
@attribute feature104 numeric
@attribute feature105 numeric
@attribute feature106 numeric
@attribute feature107 numeric
@attribute feature108 numeric
@attribute feature109 numeric
@attribute feature110 numeric
@attribute feature111 numeric
@attribute feature112 numeric
@attribute feature113 numeric
@attribute feature114 numeric
@attribute feature115 numeric
@attribute feature116 numeric
@attribute feature117 numeric
@attribute feature118 numeric
@attribute feature119 numeric
@attribute feature120 numeric
@attribute feature121 numeric
@attribute feature122 numeric
@attribute feature123 numeric
@attribute feature124 numeric
@attribute feature125 numeric
@attribute feature126 numeric
@attribute feature127 numeric
@attribute feature128 numeric
@attribute feature129 numeric
@attribute feature130 numeric
@attribute feature131 numeric
@attribute feature132 numeric
@attribute feature133 numeric
@attribute feature134 numeric
@attribute feature135 numeric
@attribute feature136 numeric
@attribute feature137 numeric
@attribute feature138 numeric
@attribute feature139 numeric
@attribute feature140 numeric
@attribute feature141 numeric
@attribute feature142 numeric
@attribute feature143 numeric
@attribute feature144 numeric
@attribute feature145 numeric
@attribute feature146 numeric
@attribute feature147 numeric
@attribute feature148 numeric
@attribute feature149 numeric
@attribute feature150 numeric
@attribute feature151 numeric
@attribute feature152 numeric
@attribute feature153 numeric
@attribute feature154 numeric
@attribute feature155 numeric
@attribute feature156 numeric
@attribute Activation {1,-1}

@data
1.30825,0.313183,0.219983,0.010921,0.038436,0.000289,0.143916,0.081714,0.081479,0.155723,0.06486,0.093794,0.001376,0.057371,0.023819,0.009857,0.006018,0.011867,-0.011544,0.000373,-0.00029,-0.017444,-0.00882,0.009512,0.03189,0.006835,-0.07279,0.00841,0.082336,0.005995,0.17145,-0.012714,0.056697,-0.085846,-0.091831,-0.130148,0.081177,-0.094076,0.086439,0.448737,0.634621,0.329951,0.370228,0.36668,0.299635,0.279682,0.242678,0.254851,0.237798,0.248675,0.253153,0.367468,3.294596,3.968109,2.830074,2.855163,2.924815,2.579228,2.543956,2.151764,2.13843,2.15789,2.079189,2.229138,2.486559,47.293932,52.39882,40.737045,40.810315,42.25968,37.311138,37.33034,32.292423,31.106021,31.607581,29.4713,32.279939,34.106377,2.032297,1.267127,0.767798,0.642348,0.672206,0.525151,0.613896,0.511264,0.531219,0.577529,0.513842,0.543469,0.620994,5.914585,7.102803,4.926638,4.896526,5.185609,4.355825,4.56007,3.834784,3.833174,3.753111,3.620859,4.106436,4.257792,82.583364,93.640311,73.302556,73.437768,71.336535,67.073545,65.490661,55.528955,54.821984,55.708405,53.643863,54.314606,62.086768,0.497451,-0.859785,-0.377907,-0.657066,-0.584433,-0.513531,-0.364662,-0.332069,-0.373321,-0.24356,-0.366701,-0.358123,-0.730309,-5.655043,-7.122025,-5.112634,-5.245083,-5.098385,-4.849644,-4.452419,-3.731284,-3.708252,-3.731508,-3.861598,-3.90617,-4.632656,-81.648973,-95.528233,-72.413548,-72.217049,-76.636296,-65.3886,-67.101267,-59.002012,-55.668844,-53.719087,-51.620394,-59.768222,-60.542198,-1
1.696959,0.421274,0.140559,-0.055535,0.17718,0.046694,0.025528,0.162177,-0.001341,0.009807,0.074559,0.030593,-0.094335,0.032805,0.006141,0.003783,-0.0141,0.003003,-0.0086,-0.011549,0.003898,-0.00966,-0.003496,-0.018343,-0.001837,-0.016248,0.089739,0.07985,-0.001377,-0.086889,0.091375,0.015917,-0.026311,-0.096874,0.018104,-0.000366,0.108142,-0.15761,-0.039756,0.491245,0.561236,0.340878,0.312785,0.334988,0.316199,0.241727,0.272815,0.306341,0.333534,0.309587,0.321463,0.296712,3.413026,3.474989,2.616511,2.686243,2.491277,2.334866,2.085776,2.310306,2.207322,2.287275,2.476816,2.492834,2.554929,46.94929,47.422247,36.802235,38.811351,36.18946,34.406372,29.842213,33.379539,30.206937,30.838424,35.083101,35.112508,36.516432,2.596718,1.482952,0.76445,0.491099,0.771939,0.675089,0.45088,0.615383,0.496084,0.546949,0.537458,0.53643,0.402546,5.71925,5.899582,4.443639,4.696812,4.315084,4.160906,3.59131,4.006217,3.922606,4.134604,4.432174,4.427695,4.714907,86.080046,85.702415,64.373612,68.461318,63.326722,60.683852,51.966193,58.601956,52.389294,55.846737,63.036106,63.48314,65.643171,0.890811,-0.512379,-0.427026,-0.610565,-0.393939,-0.459897,-0.3999,-0.345593,-0.589184,-0.614027,-0.547138,-0.606535,-0.658576,-6.574221,-6.62038,-4.728361,-4.851255,-4.559951,-4.037108,-3.680447,-4.067348,-3.993457,-4.068115,-4.465009,-4.550665,-4.530164,-80.209947,-84.840194,-67.852555,-69.451268,-63.982291,-60.866242,-52.192909,-59.833075,-55.067401,-54.325105,-62.218094,-63.702821,-66.233626,-1
0.943603,0.103256,0.349261,0.042961,0.132788,0.198151,-0.011432,-0.052393,-0.111511,-0.060739,0.039699,-0.093588,-0.036377,-0.028201,0.000629,0.024876,0.022831,-0.007395,-0.007386,-0.003382,-0.009194,-0.038934,0.002789,-0.005083,0.010807,0.016875,-0.04563,-0.146052,0.016443,-0.159052,-0.282107,-0.119146,-0.019045,-0.037827,-0.244393,-0.059703,0.089857,-0.146252,0.12989,0.453036,0.704581,0.398804,0.385171,0.363155,0.319985,0.288888,0.339242,0.356722,0.300396,0.331774,0.333689,0.355893,3.541696,4.750522,3.024459,3.020138,2.843807,2.785602,2.474947,2.356758,2.497144,2.411783,2.494568,2.540194,2.504133,47.992272,63.473596,42.045297,42.06951,41.463302,40.740232,35.816038,32.539133,34.379251,34.597802,33.629053,34.511083,34.238954,1.678356,1.57101,1.002053,0.660539,0.793286,0.71337,0.488958,0.478817,0.479487,0.459925,0.631149,0.441961,0.5098,5.792731,8.508844,5.433272,5.364185,5.167388,4.822168,4.157872,4.150492,4.39454,4.317427,4.57985,4.604124,4.492434,87.267067,113.527819,76.740939,73.729371,72.749681,73.534004,63.521626,57.479938,64.377974,57.115509,58.511815,61.573315,62.537315,0.0657,-0.980491,-0.375551,-0.681616,-0.479313,-0.391294,-0.54069,-0.704621,-0.761051,-0.599396,-0.535537,-0.721574,-0.727587,-7.023958,-8.901449,-5.368083,-5.424155,-4.786176,-5.097622,-4.474779,-4.069952,-4.741716,-4.032456,-4.330889,-4.516119,-4.45346,-87.344762,-116.773959,-72.855371,-75.972944,-70.102276,-70.72532,-64.580315,-56.897001,-61.064972,-62.001867,-60.580106,-60.950619,-58.640657,1
0.886318,0.0193,-0.274996,-0.152813,-0.047665,-0.129906,0.062741,-0.178299,-0.082945,0.286428,-0.05431,-0.007946,0.111508,0.062373,0.000278,0.008758,0.004857,-0.004952,0.036544,0.03246,0.036375,0.001092,-0.028543,-0.009544,-0.000136,0.029095,0.103399,-0.08041,-0.197731,0.075902,0.048474,0.131091,-0.034988,-0.15973,-0.030078,-0.164537,0.005705,0.07011,0.207718,0.735939,0.379315,0.351087,0.297594,0.318079,0.321794,0.404948,0.460777,0.380147,0.5028,0.307845,0.386973,0.397503,5.046943,3.469427,3.277002,2.753966,2.901648,2.791617,2.731555,3.218378,3.029441,3.723488,2.629067,3.105667,2.92963,73.700327,49.608625,48.129459,38.978415,41.947446,40.747874,39.515285,45.142324,41.774778,51.832487,35.5539,41.892383,42.23079,1.95275,0.71102,0.320813,0.38426,0.479829,0.374635,0.650848,0.394307,0.509616,1.378257,0.533845,0.680128,0.749242,8.427107,5.843804,5.795261,5.001683,5.102964,4.93395,4.87331,5.598083,5.285635,6.513114,4.821238,5.602687,5.426646,136.197007,87.254452,87.328787,69.943621,71.768466,73.733056,68.364727,73.452634,72.928365,97.691431,62.98232,68.993285,75.874239,-0.54224,-0.616654,-0.927585,-0.665419,-0.655199,-0.744901,-0.828881,-1.28509,-0.84159,-0.457369,-0.564554,-0.720003,-0.719583,-9.465821,-6.459264,-6.009844,-4.860187,-5.290973,-4.942427,-4.918113,-5.656717,-5.517819,-6.832135,-4.639127,-5.679855,-5.112371,-121.486867,-87.365357,-83.903271,-70.10911,-75.748588,-71.108291,-73.071151,-84.183515,-75.475921,-89.125337,-63.52063,-80.378184,-74.0088,1
1.634225,0.56681,0.096293,0.056106,0.060261,0.050896,-0.021449,-0.015553,0.033968,-0.018512,-0.023023,0.059042,0.116001,-0.01534,-0.016266,0.000456,0.005652,-0.01151,-0.013509,-0.014463,-0.014527,0.030623,-0.017601,-0.015069,-0.013421,-0.01688,-0.073844,0.059252,-0.052318,-0.29746,-0.086577,0.067023,0.073885,-0.031371,-0.003028,-0.136148,0.011486,0.031369,-0.10201,0.432265,0.549675,0.330042,0.432525,0.306901,0.339245,0.27633,0.289855,0.356241,0.303124,0.299091,0.344743,0.310694,3.681756,3.951848,3.090066,3.429143,2.802916,2.877519,2.63465,2.490114,2.814545,2.526715,2.583201,2.753836,2.413985,49.26946,50.890968,43.969695,44.065001,40.249372,39.864,38.299149,35.372401,39.278131,34.718033,35.701585,37.748405,33.571223,2.442927,1.525776,0.678391,0.790585,0.592413,0.647917,0.475363,0.501622,0.640198,0.498697,0.508251,0.589911,0.616378,6.266464,6.672781,5.477152,6.425118,5.004217,5.115352,4.734213,4.423974,5.089184,4.739433,4.446938,4.971774,4.181438,88.998402,89.822776,78.50308,74.760607,69.107121,73.684676,66.367616,63.504724,70.528136,61.270905,61.907121,66.30238,60.09435,0.90695,-0.519489,-0.48132,-0.708756,-0.473816,-0.551432,-0.495595,-0.526748,-0.608537,-0.57869,-0.552295,-0.646799,-0.460277,-6.762952,-7.511151,-5.465815,-5.857456,-4.810214,-5.090318,-4.538095,-4.468823,-4.962838,-4.33136,-4.701017,-4.776276,-4.402358,-85.564945,-91.609347,-75.949488,-81.465503,-72.009509,-68.347444,-67.374694,-61.503383,-68.691049,-61.302174,-62.946163,-66.033426,-59.002866,-1
1.059519,0.298734,0.399732,-0.028414,0.145922,0.205961,0.075089,0.060409,0.112123,-0.072889,0.049212,-0.127935,-0.020186,-0.02934,-0.001995,-0.017059,0.000294,0.000442,0.002686,0.004746,0.012076,0.019204,0.009364,0.016712,0.012034,-0.001638,0.018092,-0.168557,-0.171156,0.078367,0.132448,0.101365,-0.064369,-0.060551,-0.021881,-0.19093,0.003517,0.157355,-0.10355,0.37826,0.493122,0.385515,0.333653,0.284914,0.263914,0.275573,0.252348,0.274066,0.283785,0.323983,0.321354,0.279126,3.308798,3.69344,2.914727,2.586911,2.421512,2.342031,2.399267,2.144805,2.302763,2.330879,2.652611,2.632193,2.310925,47.268129,50.363864,39.357862,36.592229,34.307702,33.559569,33.993182,30.848523,32.688019,32.105468,36.931662,37.761861,32.776542,1.763346,1.132893,1.057658,0.559287,0.62686,0.657349,0.585283,0.493621,0.582771,0.40326,0.523063,0.377559,0.444076,6.181281,6.311368,5.181532,4.45465,4.100096,4.26586,4.233594,3.876211,3.982567,4.104344,4.716171,4.968847,4.263128,86.587789,88.614976,69.042074,66.627734,58.861604,60.583486,60.943771,53.796349,58.463887,58.963762,66.641227,66.843111,58.086555,0.415083,-0.564156,-0.297744,-0.598515,-0.379542,-0.275022,-0.388196,-0.377407,-0.377127,-0.603202,-0.623183,-0.769807,-0.543536,-5.638891,-6.852235,-5.17437,-4.686288,-4.440274,-4.1688,-4.24146,-3.610687,-4.223747,-4.199282,-4.663975,-4.324903,-4.031252,-82.525463,-87.750778,-71.018646,-62.370393,-59.374112,-59.582969,-60.349047,-53.957511,-56.442611,-52.915353,-63.849973,-68.891735,-59.820791,-1
2.140842,0.541934,0.344941,0.025513,0.362635,0.149395,0.086586,0.155495,-0.104882,-0.093762,0.004735,-0.017339,0.013524,0.056487,0.036327,-0.001712,-0.013618,0.018506,0.004954,0.010406,0.009589,-0.02867,0.001825,0.017206,-0.001691,0.008741,0.051488,0.115116,0.154794,0.080098,0.205645,0.084137,-0.160408,-0.17711,0.186384,0.189191,-0.080853,-0.057416,-0.032661,0.570826,0.482493,0.344586,0.330364,0.30035,0.268172,0.304664,0.321582,0.405,0.346351,0.468349,0.350341,0.349395,5.38883,3.848543,3.13394,2.796606,2.880876,2.623334,2.572298,2.536469,2.869887,2.840531,3.399846,2.725565,2.687771,73.453212,51.765389,43.02471,38.780074,40.187843,38.31124,35.388007,34.220324,39.385308,38.356558,45.03961,36.853104,37.406737,3.190834,1.374373,0.977871,0.598232,0.882292,0.610576,0.644178,0.736671,0.548317,0.475247,0.873927,0.601786,0.636864,10.806997,6.745987,5.375351,4.677647,5.025461,4.458504,4.495649,4.421489,5.545572,5.10148,6.100966,4.802144,4.947433,148.16025,89.031996,76.449529,68.65945,72.142972,67.276733,64.460114,61.76328,71.503938,68.211979,82.466388,64.471935,68.151404,1.228477,-0.288064,-0.234938,-0.580995,-0.183594,-0.331961,-0.449954,-0.409562,-0.939285,-0.76409,-0.870139,-0.697432,-0.646394,-9.090107,-7.0806,-5.756299,-5.199953,-5.236177,-4.791829,-4.691334,-4.546271,-4.720737,-5.02479,-6.391835,-4.946357,-4.885011,-115.423579,-93.342304,-77.439429,-66.657745,-71.268423,-67.750109,-62.871715,-59.248052,-69.345508,-67.725913,-80.908216,-67.915708,-67.138776,1
0.740889,0.187984,0.165608,0.215431,0.066852,-0.009233,0.057391,0.123508,0.060403,0.034112,0.023186,0.004292,0.028801,-0.019542,-0.024772,-0.01517,0.009409,0.010631,0.001923,-0.001884,-0.003315,-0.020357,0.004026,-0.006737,-0.014468,-0.00013,0.123811,-0.108917,0.061697,0.049537,-0.058122,0.056303,-0.02078,0.081617,0.015867,0.000678,-0.078289,-0.020205,0.028306,0.548415,0.568999,0.345015,0.288252,0.282893,0.256104,0.268812,0.255938,0.235906,0.284374,0.266262,0.262013,0.229267,4.072016,3.862563,3.14411,2.664055,2.515779,2.521303,2.750201,2.398298,2.26331,2.58815,2.903025,2.151135,2.083331,55.560932,53.52394,44.510668,38.736806,36.726464,37.314688,40.889831,35.379668,33.672334,38.682167,45.523458,31.344451,30.365673,1.613294,1.280258,0.742059,0.712554,0.583139,0.43279,0.516657,0.566503,0.464598,0.515748,0.510455,0.439829,0.445997,7.585171,6.807196,5.473685,4.755898,4.431794,4.34445,4.92372,4.152664,3.855656,4.540513,5.066651,3.815158,3.589777,91.579147,98.334234,75.279641,72.30019,65.479478,65.440334,72.224842,61.517861,59.82373,71.111161,82.58962,54.016161,51.950452,-0.25179,-0.689247,-0.45735,-0.298722,-0.42674,-0.463959,-0.42613,-0.329881,-0.364705,-0.474301,-0.437576,-0.497879,-0.372237,-7.06642,-7.031355,-5.686241,-4.714865,-4.480406,-4.540293,-4.777787,-4.328026,-4.152812,-4.616366,-5.30235,-3.754865,-3.788195,-104.180865,-93.193911,-78.458357,-64.099671,-64.623848,-64.878036,-72.084748,-63.737735,-59.479863,-65.939189,-81.563704,-55.842028,-55.542925,1
1.852048,0.501241,0.420454,0.091395,0.201837,0.052416,0.164286,0.117696,0.020374,-0.067746,-0.094457,-0.042929,0.121038,0.041733,0.009708,0.020564,0.020176,0.00712,0.017147,-0.018931,0.00073,0.021257,0.052417,0.041979,0.010636,-0.011949,0.300265,0.088711,-0.105825,0.153081,-0.004572,0.088333,-0.104763,0.184917,0.024692,0.000758,0.135415,0.31492,-0.098912,0.496359,0.593201,0.331545,0.393988,0.36815,0.28325,0.274741,0.251232,0.249144,0.331779,0.437687,0.328263,0.290531,3.934519,4.311672,3.11554,3.228227,3.016077,2.57347,2.686923,2.346374,2.223943,2.900297,2.878424,2.695432,2.744271,53.801621,56.754405,44.081641,45.363801,42.931779,37.019636,39.626107,34.150597,31.622204,41.435201,40.338906,38.256097,39.768502,2.715042,1.357869,0.968331,0.72102,0.85475,0.539805,0.658125,0.567517,0.44406,0.380922,0.474338,0.440692,0.591707,6.672722,7.696838,5.399353,5.639514,5.373804,4.655285,4.746896,4.126531,3.752724,5.25852,5.361458,5.018652,5.140999,100.099878,101.481898,79.197289,85.206121,79.623413,65.085855,69.30232,60.867006,56.171015,74.228495,72.640381,70.364288,72.869104,0.990661,-0.688168,-0.195728,-0.62547,-0.434703,-0.457359,-0.307359,-0.32433,-0.427089,-0.830822,-1.070726,-0.745686,-0.463599,-7.217313,-7.958838,-5.579937,-5.986526,-5.397841,-4.642203,-4.72526,-4.325084,-4.041327,-5.173504,-5.047716,-4.833967,-4.762351,-94.119526,-100.933284,-75.189486,-78.480237,-73.683532,-66.640552,-70.716823,-60.183899,-54.488439,-75.225419,-75.47666,-67.679613,-72.601636,-1
1.104381,0.846141,0.104826,0.027107,-0.030134,0.075647,0.043684,0.044995,0.018783,-0.017648,0.083796,-0.090484,-0.123511,0.01422,-0.005273,-0.010696,-0.001736,0.023962,-0.009549,-0.017353,0.002171,-0.009419,0.007301,0.008468,-0.005682,0.005786,-0.058573,0.012904,-0.257473,0.205092,0.194534,-0.136893,0.03553,-0.039381,0.007864,0.025687,-0.071731,-0.112466,0.044203,0.360914,0.46147,0.317629,0.31991,0.281943,0.297988,0.287328,0.283508,0.286625,0.258243,0.275732,0.314456,0.30219,2.6433,3.156743,2.620893,2.649927,2.447088,2.317555,2.469359,2.468314,2.226843,2.248761,2.049593,2.312119,1.946186,37.083583,41.776506,36.67735,38.389875,35.453217,32.825193,34.575457,36.151983,31.975527,31.779973,29.064545,31.984829,26.395796,1.747597,1.59308,0.675656,0.574989,0.448526,0.595939,0.593079,0.557361,0.540067,0.45202,0.547989,0.439006,0.396058,4.662108,5.742676,4.278792,4.787262,4.276215,3.943831,4.44128,4.299507,3.795432,4.00864,3.583348,3.984743,3.551725,66.504519,72.057169,62.977279,69.661543,60.510091,55.384921,61.476061,64.770509,56.037669,55.354684,50.010267,57.73176,46.953171,0.501308,-0.02598,-0.457055,-0.557909,-0.534103,-0.455189,-0.412258,-0.438531,-0.482612,-0.449445,-0.42103,-0.664976,-0.669938,-4.578792,-5.434274,-4.703763,-4.505551,-4.242466,-4.115852,-4.257814,-4.358692,-4.038937,-3.932109,-3.746105,-4.224061,-3.247346,-64.702589,-73.439952,-64.494481,-66.206286,-61.932887,-58.097982,-59.784931,-63.467285,-56.293607,-56.670118,-53.618094,-55.208375,-44.686398,1
1.23111,0.229986,-0.303387,-0.28798,0.23155,0.458169,0.289284,-0.135822,-0.039231,-0.002484,0.409573,0.105839,0.066414,-0.01304,0.011677,-0.028996,-0.003034,0.024471,0.005786,-0.007176,-0.008854,0.000744,-0.006116,0.004661,-0.002568,0.00418,0.016683,-0.175565,-0.124711,0.032801,-0.01275,0.061893,0.012454,0.177641,-0.124173,-0.04343,-0.032551,0.008319,0.092029,0.346566,0.420654,0.444733,0.338373,0.324467,0.318597,0.389009,0.347362,0.29435,0.330638,0.286803,0.222973,0.211835,2.419841,2.31721,2.768596,2.602711,2.236807,2.139447,2.26136,2.044693,2.01336,1.868986,1.604955,1.488877,1.458353,34.631056,32.698281,39.654891,37.197911,32.252451,29.532694,33.356811,29.096558,29.220517,26.090058,22.094339,21.449179,20.195167,1.847268,0.928896,0.634739,0.312201,0.796465,1.020689,0.900768,0.420216,0.431777,0.567545,0.906283,0.493438,0.437697,4.141282,4.023809,4.826704,4.739132,4.017023,3.736354,4.027943,3.615072,3.516828,3.163478,2.850057,2.627457,2.537439,60.067335,56.262605,68.501941,65.13222,55.395009,52.016412,58.543149,52.617601,51.156278,45.368764,39.464327,37.784079,36.295057,0.631708,-0.485035,-0.957327,-0.853826,-0.316537,-0.105787,-0.456857,-0.798213,-0.599762,-0.595582,-0.095792,-0.296178,-0.300564,-4.389837,-4.121247,-5.081862,-4.630465,-3.878279,-3.887998,-3.951799,-3.618907,-3.58654,-3.380058,-2.811606,-2.596504,-2.577734,-61.176948,-59.377129,-73.018124,-67.733897,-56.880376,-52.718358,-58.790252,-51.106892,-52.530841,-46.779155,-38.269797,-38.659699,-35.796229,1
1.474034,-0.003565,-0.028394,-0.077806,-0.084946,0.013168,0.079528,0.011784,-0.002475,0.005976,-0.194579,-0.054529,0.118106,0.064009,0.034957,-0.01101,0.008179,-0.006376,-0.008685,-0.015063,0.011723,-0.010799,0.009617,-0.005186,0.00252,-0.009967,0.013188,-0.168194,0.150687,0.003725,0.06353,0.082898,0.04651,-0.131342,0.07322,0.027012,0.044268,-0.072232,0.089592,0.531074,0.592139,0.354792,0.345717,0.316,0.299316,0.271735,0.245802,0.260741,0.255213,0.283502,0.274234,0.266167,4.752977,4.653648,3.349509,3.237118,2.862828,2.911935,2.716994,2.408388,2.417831,2.373102,2.437923,2.469073,2.425691,66.010606,63.09269,47.365746,45.544229,40.648901,42.296493,38.718934,34.12453,34.522643,34.032263,34.116184,34.767723,33.921192,2.361086,1.030706,0.594353,0.511296,0.466411,0.543259,0.527305,0.453543,0.475079,0.426481,0.227772,0.445671,0.626521,8.153193,8.292572,6.074153,5.665213,5.095321,5.145372,4.989946,4.318454,4.219665,4.285026,4.464996,4.615518,4.488803,113.184273,108.513872,85.849703,81.833196,72.61351,71.614329,70.566668,57.951133,60.99261,59.783962,61.110029,62.324879,59.97364,0.505757,-1.00975,-0.648153,-0.683781,-0.642287,-0.511501,-0.424869,-0.404463,-0.446031,-0.478517,-0.790092,-0.530145,-0.319852,-8.823277,-8.579698,-5.742445,-5.734895,-5.052164,-5.172977,-4.735734,-4.145301,-4.360348,-4.088028,-4.16081,-4.269276,-4.336442,-120.909223,-116.230505,-81.200597,-79.502035,-71.089069,-78.975131,-65.995326,-61.80044,-61.805371,-61.680352,-58.645579,-62.752667,-62.597787,1
0.632301,0.586643,0.295291,0.089603,-0.004205,0.195672,0.176249,0.123023,-0.027723,0.226508,-0.021808,0.092802,0.07088,-0.03554,0.019035,-0.002168,-0.017516,-0.0163,-0.013704,-0.023227,0.008215,0.011251,0.004796,-0.001422,0.007817,-0.013184,0.468802,-0.306339,0.24626,0.110124,-0.078607,-0.151916,0.006161,-0.154739,0.013658,-0.001732,-0.127107,-0.066949,0.067923,0.723108,0.512694,0.345789,0.367049,0.298083,0.294063,0.340847,0.317154,0.364034,0.39433,0.308666,0.305262,0.24503,4.144222,3.680707,2.800564,3.126882,2.618084,2.509036,2.556827,2.405808,2.427832,2.920717,2.441237,2.365796,2.109582,54.528951,48.296555,39.679148,42.785307,35.831812,34.649147,36.576522,32.930406,33.652724,39.606137,33.633199,32.070568,29.60247,1.926615,1.530882,0.899231,0.716168,0.556029,0.694123,0.687449,0.637777,0.626764,0.858483,0.534795,0.677842,0.454862,6.385704,6.919347,5.040729,5.772902,4.654558,4.090456,4.588548,4.270862,4.381712,5.138908,4.550647,3.96908,3.60762,98.325698,84.900389,70.803514,75.882531,61.227355,60.457276,67.088565,57.271031,58.759894,74.435055,61.577406,55.66582,53.07911,-0.575082,-0.351291,-0.308039,-0.586939,-0.500941,-0.332991,-0.507351,-0.499116,-0.673594,-0.596258,-0.573958,-0.404284,-0.410006,-8.39344,-6.394842,-4.851924,-5.487858,-4.578061,-4.678419,-4.483473,-4.198393,-4.163435,-5.36143,-4.206373,-4.338895,-3.966161,-98.474637,-85.245358,-69.387413,-77.452943,-61.833011,-60.893889,-63.732774,-58.237697,-58.360828,-67.336428,-58.116224,-58.604546,-51.352669,1
1.209729,-0.306084,0.061312,0.02769,0.072455,0.235563,-0.102013,-0.321114,-0.192069,-0.269182,0.083906,0.029807,0.032975,-0.041199,-0.023303,0.026398,-0.001395,-0.050558,0.046889,-0.043741,-0.078317,0.005616,-0.008429,0.014664,0.011505,0.007695,0.121554,-0.09693,-0.14828,0.089744,0.103989,0.096993,0.100951,-0.245461,-0.205741,0.025999,-0.049466,0.05372,0.118643,0.36211,0.421285,0.561494,0.563745,0.539197,0.615682,0.443422,0.363112,0.320176,0.517077,0.353808,0.299525,0.21978,2.904843,3.304284,3.288879,3.386979,3.206038,3.535148,2.792426,2.438907,2.308644,2.99717,2.377058,2.166615,1.751762,40.156125,45.737123,43.090983,43.628049,42.187398,45.221681,39.467065,33.642829,32.025095,38.412992,30.893253,30.075178,25.445649,1.80252,0.376815,1.016923,1.158317,0.97072,1.548401,0.674612,0.297139,0.394595,0.485085,0.679911,0.535558,0.426357,4.928912,6.014058,6.06956,5.570745,5.510178,6.134526,4.930267,4.027052,3.936247,5.777551,4.387045,3.891499,3.194186,71.473878,78.363079,79.19855,76.593459,73.67905,81.436754,69.564772,59.111412,54.494166,70.934853,53.352299,53.149561,44.685459,0.541739,-1.091533,-0.933754,-0.776389,-0.959253,-0.693688,-0.878695,-0.983958,-0.756795,-1.309227,-0.596216,-0.50969,-0.340811,-5.38455,-5.779091,-5.628324,-6.832705,-6.149201,-6.428279,-5.057024,-4.650287,-4.216857,-5.072572,-4.135213,-3.773418,-2.944194,-70.143726,-82.956923,-73.857929,-77.990808,-75.889999,-79.65856,-71.871906,-58.956976,-59.436789,-68.291808,-55.716712,-53.330783,-43.690833,-1
