@relation Act_Set_2

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute feature69 numeric
@attribute feature70 numeric
@attribute feature71 numeric
@attribute feature72 numeric
@attribute feature73 numeric
@attribute feature74 numeric
@attribute feature75 numeric
@attribute feature76 numeric
@attribute feature77 numeric
@attribute feature78 numeric
@attribute feature79 numeric
@attribute feature80 numeric
@attribute feature81 numeric
@attribute feature82 numeric
@attribute feature83 numeric
@attribute feature84 numeric
@attribute feature85 numeric
@attribute feature86 numeric
@attribute feature87 numeric
@attribute feature88 numeric
@attribute feature89 numeric
@attribute feature90 numeric
@attribute feature91 numeric
@attribute feature92 numeric
@attribute feature93 numeric
@attribute feature94 numeric
@attribute feature95 numeric
@attribute feature96 numeric
@attribute feature97 numeric
@attribute feature98 numeric
@attribute feature99 numeric
@attribute feature100 numeric
@attribute feature101 numeric
@attribute feature102 numeric
@attribute feature103 numeric
@attribute feature104 numeric
@attribute feature105 numeric
@attribute feature106 numeric
@attribute feature107 numeric
@attribute feature108 numeric
@attribute feature109 numeric
@attribute feature110 numeric
@attribute feature111 numeric
@attribute feature112 numeric
@attribute feature113 numeric
@attribute feature114 numeric
@attribute feature115 numeric
@attribute feature116 numeric
@attribute feature117 numeric
@attribute feature118 numeric
@attribute feature119 numeric
@attribute feature120 numeric
@attribute feature121 numeric
@attribute feature122 numeric
@attribute feature123 numeric
@attribute feature124 numeric
@attribute feature125 numeric
@attribute feature126 numeric
@attribute feature127 numeric
@attribute feature128 numeric
@attribute feature129 numeric
@attribute feature130 numeric
@attribute feature131 numeric
@attribute feature132 numeric
@attribute feature133 numeric
@attribute feature134 numeric
@attribute feature135 numeric
@attribute feature136 numeric
@attribute feature137 numeric
@attribute feature138 numeric
@attribute feature139 numeric
@attribute feature140 numeric
@attribute feature141 numeric
@attribute feature142 numeric
@attribute feature143 numeric
@attribute feature144 numeric
@attribute feature145 numeric
@attribute feature146 numeric
@attribute feature147 numeric
@attribute feature148 numeric
@attribute feature149 numeric
@attribute feature150 numeric
@attribute feature151 numeric
@attribute feature152 numeric
@attribute feature153 numeric
@attribute feature154 numeric
@attribute feature155 numeric
@attribute feature156 numeric
@attribute Activation {1,-1}

@data
1.877894,0.638161,0.243011,0.035796,0.041207,0.075153,0.092899,0.024696,0.142994,-0.144565,-0.24179,-0.077241,0.097847,-0.024465,-0.002157,-0.007322,-0.001545,-0.01776,-0.009353,-0.011813,-0.011408,-0.007595,-0.006439,-0.001935,0.002727,0.007671,0.12067,-0.055151,-0.14562,0.044597,-0.051458,-0.023343,0.057852,-0.003975,-0.066025,0.05224,-0.005174,-0.021926,0.04505,0.484003,0.621445,0.353924,0.34511,0.285201,0.271352,0.262836,0.288739,0.265088,0.476374,0.512929,0.383391,0.393386,2.797004,3.024783,2.391021,2.577317,2.306877,2.251769,2.359123,2.239208,1.980053,2.320285,2.43877,2.315817,2.620805,38.647477,38.269056,34.223085,36.011722,32.891425,32.698255,34.728306,32.783961,28.914466,32.329964,32.362659,31.165803,33.96691,2.669348,1.527691,0.857039,0.614996,0.545252,0.555248,0.545333,0.528942,0.609737,0.496184,0.454432,0.583851,0.78885,4.902482,5.141489,4.217293,4.394421,4.303105,4.085294,4.265141,3.988858,3.518437,4.053692,4.505298,4.029574,4.649042,69.944989,70.251655,61.07066,65.618586,57.747116,58.041299,60.813947,56.775924,50.842645,56.836305,55.328079,55.750475,61.619103,0.994055,-0.61152,-0.352965,-0.591448,-0.453449,-0.399393,-0.390555,-0.479009,-0.320995,-1.140068,-1.258026,-0.802528,-0.721653,-5.126492,-5.672618,-4.321386,-4.822942,-3.817872,-3.96437,-4.077616,-3.931127,-3.50564,-4.099584,-4.378955,-4.390541,-4.923099,-67.55117,-67.713986,-60.433339,-61.966138,-57.602171,-58.293149,-62.515026,-58.747586,-51.773809,-57.17197,-60.497093,-56.4961,-59.524555,1
1.298998,0.259255,0.189996,0.216406,0.360977,0.120083,-0.097333,0.110204,0.058871,-0.088048,-0.011511,-0.075485,-0.023736,0.133507,0.051078,0.020401,0.040335,0.024864,-0.018896,-0.006358,0.001196,0.029853,0.004166,0.019529,0.035131,0.000282,0.073385,-0.063291,0.05976,-0.005762,-0.238028,0.17245,0.099507,-0.43484,0.186133,-0.027686,-0.011213,-0.072143,0.012569,0.687278,0.454508,0.364066,0.324012,0.389029,0.362385,0.27862,0.245689,0.260191,0.37284,0.284569,0.363088,0.231369,3.02704,2.77917,2.589733,2.645497,2.497537,2.540859,2.808787,2.272078,2.355344,2.138348,1.80319,2.475191,1.860797,41.000925,38.508595,37.574046,35.860173,35.599387,36.152018,41.34136,32.181176,35.132684,30.103645,26.130753,33.343962,26.503214,2.297196,0.958101,0.923403,0.864287,1.117369,0.811371,0.400117,0.543253,0.489622,0.45061,0.436317,0.478612,0.409385,5.610929,4.497262,4.570055,4.647696,4.592693,4.355667,5.111199,3.917781,4.340806,3.869044,3.255309,3.962967,3.346924,76.840306,69.955086,65.637903,63.909404,59.894166,65.15523,74.419749,55.373754,63.963313,52.713612,45.798248,59.185601,46.72037,-0.166118,-0.568735,-0.344905,-0.287615,-0.271002,-0.447114,-0.595746,-0.317516,-0.423142,-0.857965,-0.569047,-0.825733,-0.401623,-5.048788,-5.361969,-4.666035,-4.610538,-4.366518,-4.55911,-4.994055,-4.10378,-4.073393,-3.750386,-3.195379,-4.709957,-3.340284,-70.308049,-66.951082,-65.837907,-62.14474,-65.336891,-60.058646,-74.89365,-57.082814,-64.279347,-54.427091,-48.140996,-58.626637,-46.571563,-1
0.641911,0.62537,0.433323,-0.012544,0.051399,0.140328,0.056097,0.134483,0.098916,0.000289,-0.027486,-0.135374,-0.165295,-0.001685,-0.033752,0.010576,-0.037298,-0.005811,-0.003239,-0.003302,0.008998,0.011741,0.009743,-0.00124,-0.001136,-0.016626,0.049953,0.367342,-0.164451,0.152347,0.289895,-0.057556,-0.012574,-0.036415,-0.040665,-0.052302,-0.090127,0.048791,0.117884,0.399574,0.559382,0.360725,0.352901,0.275654,0.247016,0.248176,0.262493,0.220279,0.258788,0.280145,0.257784,0.273619,3.132577,3.24932,2.734746,2.829282,2.257277,2.101878,2.136915,2.272241,1.933394,2.099234,2.061576,2.034875,1.924052,43.639962,42.008361,38.562767,39.972182,31.637879,29.172366,30.769447,31.829185,27.693483,29.439159,29.91963,28.899262,27.196566,1.424578,1.648,1.06496,0.607055,0.52605,0.570796,0.502045,0.610462,0.479866,0.456322,0.450243,0.29416,0.329827,5.225338,5.594335,4.68097,5.027176,4.111529,3.793597,3.656622,3.907573,3.263911,3.908857,3.803219,3.605427,3.46365,72.179019,80.035313,67.475089,71.196676,56.052037,49.845517,54.45662,54.875986,48.599452,52.77247,52.730676,50.820779,48.333881,0.006965,-0.373305,-0.196774,-0.632742,-0.443361,-0.297655,-0.379309,-0.313361,-0.288376,-0.455227,-0.538839,-0.616774,-0.651132,-5.987359,-6.130525,-5.0362,-5.053498,-3.932406,-3.764703,-3.807686,-4.193146,-3.420696,-3.553106,-3.456833,-3.57007,-3.401223,-84.293326,-71.989745,-67.344114,-70.865795,-55.847448,-53.779382,-53.745318,-56.703371,-47.899092,-52.812206,-53.250654,-51.756385,-48.025536,-1
1.187719,0.124998,0.284403,0.015359,0.04737,0.067836,0.179949,0.1424,0.076368,-0.003287,-0.152131,0.142513,0.111188,-0.032471,0.00291,-0.012652,-0.012663,0.022675,0.012279,-0.011279,-0.00509,0.016674,0.004846,-0.004802,0.001836,-0.012362,0.002501,0.056892,-0.132122,0.016246,0.047834,-0.131779,0.150973,0.12094,0.052561,-0.003276,0.078172,-0.050838,0.097679,0.467005,0.493326,0.321594,0.351361,0.312078,0.308571,0.327159,0.279143,0.262881,0.334308,0.379528,0.281075,0.303912,2.692648,2.902974,2.514594,2.469725,2.472684,2.317728,2.183989,2.247136,2.308749,2.278937,2.118254,2.725176,2.301388,36.430536,38.92751,36.275505,34.976246,35.019545,32.543686,30.130373,31.715193,33.753814,33.15913,29.849035,40.205598,33.552076,1.984963,0.955497,0.847004,0.569797,0.619603,0.599943,0.705902,0.663119,0.51138,0.572842,0.511232,0.599611,0.660696,4.416637,4.952906,4.644997,4.342083,4.407575,4.169361,3.755678,4.004061,4.145222,3.927301,3.883395,4.892017,4.140924,63.857185,66.497969,63.943635,62.245145,60.61581,56.702804,52.713755,57.595673,60.411441,60.558003,51.820411,71.903066,62.781815,0.376561,-0.704556,-0.266752,-0.661328,-0.493635,-0.475391,-0.435708,-0.327092,-0.392287,-0.570599,-0.806571,-0.401972,-0.399374,-5.197034,-5.341047,-4.303488,-4.451061,-4.28222,-3.979662,-3.941898,-3.844179,-4.195595,-4.141784,-3.684912,-4.760071,-4.122078,-63.930503,-73.255126,-64.856006,-61.71903,-62.444679,-58.304787,-52.926697,-54.296373,-62.243428,-56.156372,-53.083102,-72.195095,-57.241547,1
1.522946,0.606207,0.325154,0.075831,0.417979,-0.054956,0.167006,0.081874,-0.085126,-0.014842,-0.015233,-0.092479,-0.059438,-0.020014,0.021602,-0.007559,-0.004328,0.007238,-0.004773,0.001969,0.016534,-0.005493,-0.017404,0.009144,-0.001509,0.001,0.385848,0.001298,0.082344,-0.126679,-0.0236,-0.232997,-0.102596,-0.036732,0.162512,0.109599,-0.103341,0.191836,0.103534,0.426093,0.31627,0.351803,0.320153,0.326824,0.318011,0.296561,0.283392,0.295923,0.297209,0.317768,0.350676,0.304851,3.983176,3.161749,3.080978,2.956991,2.993847,2.835892,2.678314,2.626474,2.664171,2.725509,2.69281,2.75509,2.541606,56.913983,46.379881,44.527906,41.888234,42.826053,39.844637,37.766039,36.949799,37.36937,38.137775,37.906844,38.353499,34.693597,2.294599,1.16036,0.941779,0.634696,0.970858,0.540201,0.693655,0.561297,0.431894,0.498009,0.47453,0.510954,0.46202,6.133667,5.767673,5.323626,4.943249,5.238464,4.998697,4.73816,4.405113,4.799375,4.962632,4.602818,5.20141,4.603515,102.897348,81.32401,77.537102,74.284673,75.989128,66.85714,66.210677,68.327631,64.079758,69.54667,67.481911,69.772139,62.11527,0.760883,0.060432,-0.297885,-0.492633,-0.165182,-0.590415,-0.354034,-0.434492,-0.625725,-0.552754,-0.629052,-0.730157,-0.619094,-8.048708,-5.426217,-5.63957,-5.473299,-5.422764,-5.009126,-4.548822,-4.909519,-4.643175,-4.665966,-4.87743,-4.654293,-4.416937,-101.72817,-80.176621,-80.270788,-74.189433,-73.948223,-73.24924,-64.717447,-63.887814,-66.728511,-66.230332,-65.946593,-65.743665,-59.950865,1
2.09505,0.330585,0.316524,-0.095016,-0.019102,-0.059421,0.116247,0.052806,0.052977,0.138611,0.035803,-0.049901,-0.122726,0.021506,0.0523,-0.014552,0.000016,0.008166,-0.011092,-0.015709,-0.013914,-0.014121,0.01631,0.078604,0.043715,-0.01937,-0.194632,0.101136,-0.023169,0.020476,0.059591,0.012376,0.035041,0.070367,-0.006509,-0.097467,0.073807,0.083987,-0.019235,0.446564,0.508479,0.269504,0.330747,0.279944,0.287934,0.2404,0.237668,0.245109,0.232098,0.398824,0.452344,0.333195,2.658871,2.742063,2.503404,2.413381,2.295212,2.28834,2.206621,2.053506,2.08402,2.060244,2.253318,2.323948,2.545074,36.294588,36.477115,35.325023,33.827714,32.184223,32.123868,32.62082,29.400841,30.312185,29.368753,32.915465,32.402537,37.011825,2.937738,1.129144,0.788971,0.469916,0.467639,0.469234,0.53737,0.475707,0.448135,0.538018,0.567241,0.469586,0.377239,4.892613,5.119329,4.446781,4.065523,4.014531,4.080961,3.865864,3.581005,3.673337,3.661163,4.138704,4.237918,4.755302,66.945494,62.919818,61.390625,57.207449,55.452943,57.765058,57.213745,52.36736,52.101706,53.515644,60.173727,57.682118,69.927015,1.29898,-0.74542,-0.155318,-0.696819,-0.509429,-0.534908,-0.306138,-0.349391,-0.413201,-0.27465,-0.853295,-1.169832,-0.852408,-4.711222,-4.786867,-4.432328,-4.57422,-4.018773,-3.93153,-3.904974,-3.677042,-3.754168,-3.672941,-3.895704,-4.069802,-4.566005,-64.981336,-66.385128,-63.723898,-63.468426,-57.814834,-56.06104,-58.021106,-52.739447,-53.312903,-50.78691,-58.360671,-58.892261,-66.319245,-1
0.384621,-0.09801,0.201864,0.022184,0.1312,0.127063,0.107336,0.077933,0.027202,-0.012028,-0.098278,-0.195046,0.157148,-0.001282,0.023066,-0.000228,0.019288,0.016906,-0.014493,-0.000485,-0.017395,-0.005822,0.017473,-0.020622,-0.015604,-0.025982,-0.309727,0.046317,0.048033,-0.023432,0.225111,-0.040983,-0.108243,-0.173605,0.085266,0.099864,0.054851,0.028178,0.166256,0.494608,0.402036,0.366598,0.362366,0.309481,0.298343,0.311781,0.26597,0.26483,0.296985,0.285818,0.370476,0.331015,3.200839,3.111959,2.65163,2.591757,2.432189,2.474445,2.506554,2.170703,2.116624,2.203537,2.065154,2.305074,2.404924,42.877951,41.448549,37.357684,36.650767,33.728562,34.710094,36.25631,30.606391,29.004209,30.510431,29.224719,30.570782,31.882987,1.16205,0.589445,0.8051,0.679795,0.637561,0.653708,0.694383,0.515488,0.485944,0.427824,0.37144,0.395515,0.676976,5.252756,5.426666,4.480602,4.602064,4.223538,4.258444,4.440969,3.746943,3.527206,4.014813,3.705988,4.076345,4.401329,73.129298,72.07445,66.986266,64.927869,59.980331,60.514803,62.120544,53.662013,52.883304,54.061255,53.014409,52.918033,56.511166,-0.545639,-0.851323,-0.457595,-0.581762,-0.434675,-0.371233,-0.402551,-0.426054,-0.450781,-0.624015,-0.655814,-0.939762,-0.49404,-6.080288,-5.613154,-5.003639,-4.609793,-4.267667,-4.566848,-4.265294,-3.915438,-3.889209,-3.741308,-3.660115,-4.028104,-4.170819,-77.607399,-74.42527,-68.176307,-65.159691,-57.974097,-63.623812,-65.069538,-53.756773,-49.138041,-52.737239,-51.28673,-55.091008,-57.547263,-1
0.530329,0.082449,0.248253,-0.016696,0.145871,0.073865,0.140099,0.143633,-0.013986,0.028369,-0.201034,-0.059131,0.109208,-0.016103,-0.015227,-0.021773,-0.011718,0.009361,-0.015456,-0.007294,-0.016394,-0.000942,-0.014896,-0.008992,-0.00518,-0.002006,-0.158884,-0.416095,-0.131181,-0.009252,-0.112516,0.116332,0.202612,-0.262364,-0.093131,-0.0094,0.057473,0.045616,-0.016395,0.446216,0.513341,0.308969,0.37228,0.309038,0.289007,0.359829,0.355538,0.259398,0.264895,0.34686,0.332679,0.263492,2.949859,3.252004,2.53465,2.554364,2.37744,2.486015,2.478384,2.382161,2.22116,2.052804,2.371874,2.267738,2.146569,41.088266,45.0448,37.028357,35.541495,35.338586,35.95765,35.274359,33.553325,32.370545,29.168726,32.204476,31.89852,30.059171,1.285053,0.941344,0.790051,0.623839,0.681506,0.578952,0.86549,0.790235,0.426329,0.525986,0.352383,0.534502,0.552997,4.989037,5.588102,4.561513,4.673717,4.155,4.491239,4.178199,4.092982,3.887415,3.5806,4.214303,3.934684,3.932738,72.579251,76.004836,63.750792,63.656817,62.043326,61.797189,63.453466,59.34313,57.524696,53.008752,56.568669,56.661768,53.680682,-0.278072,-0.905189,-0.294443,-0.697316,-0.407374,-0.440372,-0.420368,-0.448047,-0.479871,-0.404252,-0.888411,-0.689189,-0.352056,-5.518799,-6.02981,-4.357849,-4.344013,-4.107753,-4.249291,-4.562083,-4.256549,-4.085985,-3.703653,-4.216856,-4.055215,-3.761823,-70.583427,-84.201259,-65.496459,-62.747485,-60.904301,-64.358802,-61.274529,-59.376331,-57.894239,-50.653774,-56.697,-56.488004,-52.548955,-1
1.21326,0.026177,-0.228151,-0.004904,0.157094,0.384292,0.195733,-0.065164,0.019486,-0.102641,0.069487,-0.094586,0.158595,0.00966,-0.015922,-0.020622,-0.02174,0.00565,0.005047,0.003596,0.003402,0.013578,0.010719,0.007715,-0.002736,-0.003332,-0.019918,-0.135999,-0.188261,0.030471,0.071962,0.105102,0.003282,-0.116583,0.006973,-0.009983,0.028137,0.150575,0.006404,0.527019,0.412225,0.449549,0.313717,0.328691,0.299025,0.326855,0.337894,0.260767,0.291747,0.32069,0.313693,0.246281,3.506975,3.211142,3.012198,2.777742,2.609477,2.382764,2.389484,2.636503,2.125296,2.268993,2.203399,2.161335,1.824274,47.264694,45.603834,43.875633,39.927089,36.329485,34.031063,34.378351,37.056258,30.415581,31.851303,30.835892,29.78076,25.896361,2.062549,0.782918,0.583113,0.531026,0.760678,0.912361,0.762378,0.468696,0.447518,0.394088,0.607869,0.468565,0.591427,6.05067,5.999234,5.511503,4.948407,4.682623,4.073518,4.150098,4.771802,3.664185,4.146752,4.053394,3.890385,3.081253,87.318546,76.251063,77.694812,71.682442,64.816447,61.574178,62.395518,67.861966,53.305829,56.496922,54.938163,52.604039,46.645894,0.189082,-0.652445,-0.949692,-0.57476,-0.400071,-0.133826,-0.406112,-0.734507,-0.46119,-0.628846,-0.540971,-0.639394,-0.270673,-6.665987,-5.471348,-5.205229,-4.977082,-4.639351,-4.412116,-4.346393,-4.601336,-3.81424,-3.917255,-3.82253,-3.821796,-3.409448,-81.439595,-83.011437,-79.086861,-72.056444,-63.611626,-58.63698,-60.567801,-64.156191,-53.03547,-55.8192,-54.733942,-53.275961,-45.070799,-1
0.797771,-0.622637,-0.287681,-0.37748,-0.155661,-0.337463,-0.308419,0.062291,0.036815,0.082463,0.071916,0.090101,-0.137055,0.011001,-0.022524,-0.014637,-0.017256,-0.018603,-0.011934,-0.004906,0.008935,0.007783,0.018318,0.015047,-0.011663,-0.027663,-0.214196,-0.213211,-0.115653,0.170689,-0.089471,0.062833,-0.058966,-0.069335,0.107397,-0.091118,0.009534,0.019434,0.118206,0.327931,0.352247,0.333952,0.32513,0.372878,0.429823,0.334098,0.313079,0.423613,0.400912,0.283031,0.299328,0.276748,2.524513,2.324148,2.389089,2.382302,2.415244,2.282125,2.001548,2.183473,2.236406,1.873237,1.779546,1.848317,1.918145,34.711023,33.059904,33.713861,33.534947,33.320703,32.116613,27.515838,29.969299,30.993473,25.659295,24.358487,24.653849,26.95486,1.394355,0.092477,0.354146,0.229986,0.448293,0.368967,0.217668,0.550086,0.668316,0.650422,0.521662,0.623082,0.345939,4.618405,4.073166,4.107711,4.266607,4.006598,4.124054,3.655096,3.868748,4.014449,3.254244,3.241009,3.15927,3.370566,60.433437,56.464042,57.545016,57.280169,57.097235,56.475599,48.81398,52.377886,57.307343,45.132651,43.871736,42.776207,45.064329,0.247799,-1.159967,-0.831874,-0.921511,-0.838056,-1.111966,-0.96799,-0.535072,-0.771561,-0.718425,-0.481224,-0.387354,-0.605067,-4.309196,-4.092337,-4.307877,-4.033176,-4.46496,-4.011699,-3.348612,-3.893444,-3.900395,-3.403028,-3.050629,-3.37413,-3.4832,-63.474685,-59.125858,-59.338652,-59.901743,-59.209992,-58.338338,-48.95134,-53.832873,-53.649067,-45.522888,-42.803012,-42.72997,-50.674238,-1
0.723766,-0.138587,0.211282,-0.066028,0.036384,0.041436,0.124083,0.122663,-0.000992,0.074634,0.112223,0.025059,-0.006006,-0.024288,-0.013948,0.02148,0.01609,0.009385,0.001537,0.002034,-0.010864,-0.01037,0.000489,-0.010579,0.001342,0.00979,-0.138231,-0.04078,0.10887,0.09544,-0.014228,-0.09257,-0.051296,-0.004591,0.077032,0.093109,-0.02548,0.054569,0.08019,0.504837,0.442552,0.325535,0.316961,0.300942,0.258767,0.256883,0.26568,0.257959,0.257561,0.279684,0.317939,0.265152,3.549419,3.730781,2.843694,2.807301,2.514912,2.277768,2.332168,2.332891,2.216864,2.200883,2.42043,2.406939,2.592164,45.71828,51.926123,39.901765,40.093325,34.567966,32.310241,32.971564,33.460174,31.262073,31.265892,35.058947,33.932866,38.26118,1.614933,0.629531,0.785408,0.468505,0.579854,0.493902,0.561211,0.600196,0.412925,0.510274,0.608704,0.503355,0.460406,5.476784,6.711361,4.847059,5.034946,4.714735,4.077788,4.102626,4.133234,4.07833,3.852611,4.439198,4.137218,4.646017,80.064756,83.737231,68.136636,68.940925,63.338353,56.108055,58.370264,59.529734,56.272078,54.301606,64.184126,60.673807,71.358297,-0.138241,-0.882652,-0.36054,-0.655218,-0.477599,-0.412808,-0.340026,-0.340565,-0.493081,-0.404746,-0.402036,-0.629765,-0.503403,-7.24459,-6.526341,-5.246699,-4.901071,-4.275609,-3.946265,-4.105834,-4.146181,-3.779122,-3.822895,-4.125824,-4.452993,-4.730158,-82.175809,-99.650779,-73.015661,-73.461693,-60.833582,-56.953581,-58.936697,-59.482061,-54.8711,-56.177389,-61.252946,-58.374849,-67.128169,-1
1.592968,0.231426,0.144042,0.031629,0.112342,-0.076094,0.120177,-0.054743,-0.018343,-0.036436,0.170744,0.090481,-0.034473,0.005863,0.016876,0.011148,0.009202,0.016493,0.01182,-0.01081,-0.011882,-0.012379,0.004217,0.013994,-0.001033,-0.005763,0.188903,0.127403,-0.033883,-0.14106,0.097334,-0.120468,-0.113671,0.195826,0.191098,-0.033237,-0.157062,-0.032104,0.021653,0.389496,0.571557,0.279082,0.287879,0.280131,0.342485,0.264927,0.290805,0.263178,0.200714,0.236044,0.24648,0.240182,3.031477,3.602351,2.32237,2.586952,2.543012,2.499941,2.389767,2.426971,2.080449,1.925921,1.990306,1.814472,1.9877,40.770957,47.737223,33.105775,36.948008,36.995526,35.638692,34.189331,34.940369,30.023264,28.453721,28.124312,25.583592,28.147685,2.286766,1.101756,0.624175,0.512131,0.577923,0.474503,0.580119,0.41455,0.406467,0.330204,0.572437,0.517873,0.36852,4.961267,6.460279,3.939641,4.706452,4.361591,4.437341,4.038435,4.28361,3.572357,3.41346,3.368951,3.135484,3.414427,72.221555,84.325644,59.641257,68.664701,66.943039,63.658286,58.967157,62.615352,52.004473,51.242139,49.737481,45.431903,47.966341,0.931511,-0.885385,-0.348548,-0.497396,-0.400445,-0.703932,-0.341461,-0.587091,-0.515124,-0.37587,-0.255015,-0.348928,-0.488631,-5.839562,-6.466548,-4.322461,-4.477419,-4.693642,-4.531115,-4.392016,-4.295667,-3.7417,-3.392558,-3.653609,-3.34465,-3.400371,-72.653507,-85.432972,-58.182043,-62.616094,-64.738261,-64.555501,-60.327746,-60.38955,-54.677789,-49.627676,-49.97158,-44.990004,-47.672674,-1
1.076002,1.007419,0.194713,0.186278,0.066882,0.182335,-0.050231,0.075081,-0.003614,-0.040092,0.099835,-0.103634,-0.049106,0.047645,-0.060268,0.000328,0.000586,0.011357,-0.023187,0.009495,0.014066,0.014398,0.010312,-0.024164,0.006158,0.006226,0.019485,0.102052,-0.37225,0.029427,-0.174296,-0.196983,0.060637,0.218207,0.147121,0.046976,-0.192845,-0.113878,0.003877,0.298851,0.473084,0.289968,0.332632,0.262934,0.292621,0.231737,0.225196,0.235922,0.239544,0.246584,0.212837,0.207957,2.627758,3.587124,2.553952,3.023909,2.70851,2.912859,2.247061,2.132555,2.259444,2.270315,2.205004,2.108865,1.854888,36.491941,46.731359,35.312958,44.273593,39.20564,41.936131,31.993357,30.795865,32.951473,32.568593,31.186827,31.218524,25.673056,1.597475,1.754094,0.696491,0.773364,0.5526,0.694228,0.348648,0.470254,0.431181,0.38785,0.512158,0.273692,0.327029,4.639815,5.749668,4.503606,5.039176,4.700576,4.989147,3.798912,3.779264,3.984507,4.072966,4.015426,3.747438,3.379717,66.285072,80.795315,58.972321,80.148485,68.143026,75.310195,57.540602,53.167606,58.134742,56.335461,56.158865,55.11829,45.632152,0.535038,0.055021,-0.31192,-0.392668,-0.384974,-0.345256,-0.472219,-0.315829,-0.411857,-0.449365,-0.352703,-0.477503,-0.410869,-4.621355,-6.681812,-4.392704,-5.569222,-4.856277,-5.388523,-4.067361,-3.741136,-3.971211,-4.016486,-4.036161,-3.723424,-3.159591,-65.08695,-80.841414,-64.060596,-76.541394,-68.881523,-74.369647,-55.595086,-53.388901,-58.704922,-58.061064,-56.104161,-55.2472,-45.732335,1
1.467969,0.236074,-0.015692,0.09176,0.029978,-0.057716,0.134368,0.071183,0.127534,0.113658,-0.147736,-0.182069,0.081298,0.015988,-0.050079,0.001087,-0.00485,0.014304,-0.017056,-0.00356,0.000466,0.008975,-0.005313,0.007407,-0.007599,-0.046972,0.104021,-0.214153,-0.210037,0.034707,-0.00789,0.017257,0.303572,0.146867,0.104515,0.019182,-0.084423,0.017685,-0.13048,0.370027,0.342576,0.322201,0.274494,0.285828,0.256495,0.310096,0.318329,0.258368,0.351057,0.265012,0.307203,0.268937,2.85713,3.040108,2.580054,2.278679,2.616463,2.328871,2.278805,2.21139,2.074104,2.433324,2.071243,2.18267,2.15809,40.445839,43.362048,34.729489,32.067829,37.830473,33.547731,32.155074,31.375319,29.752358,33.023961,28.653756,29.41549,30.073454,2.177438,0.838024,0.568175,0.582096,0.514164,0.378155,0.725903,0.629566,0.572883,0.726704,0.308769,0.330116,0.523971,4.923174,5.32705,4.360458,3.906214,4.503375,4.209972,4.029981,3.929397,3.645988,4.536376,3.897741,3.852562,3.709631,73.927913,74.78486,58.073821,55.45596,65.634616,60.948954,57.749789,52.487977,50.950342,56.235467,50.048845,52.076976,53.820446,0.85842,-0.339366,-0.555154,-0.382197,-0.467423,-0.509801,-0.354916,-0.48181,-0.318568,-0.501461,-0.633717,-0.773865,-0.41691,-5.083407,-5.294804,-4.704174,-4.031902,-4.591467,-4.027219,-3.969397,-3.837486,-3.667878,-4.044961,-3.536749,-3.971412,-3.856794,-69.733774,-73.521002,-62.285455,-55.854578,-67.903883,-59.979392,-57.250239,-56.598813,-52.129399,-60.804632,-50.817972,-52.040514,-50.971893,-1
