@relation 'Act_Set_1-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,12-19,21-50,52-53,55-69,71-91,93-106,108,110-133,135-141,143-166'

@attribute feature3 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature20 numeric
@attribute feature51 numeric
@attribute feature54 numeric
@attribute feature70 numeric
@attribute feature92 numeric
@attribute feature107 numeric
@attribute feature109 numeric
@attribute feature134 numeric
@attribute feature142 numeric
@attribute Activation {1,-1}

@data
42.223147,0.930384,0.855129,0.22664,0.549613,0.290586,2.108921,0.851051,4.690187,3.746617,-0.311388,-7.022099,1
47.971925,0.843096,0.716728,0.023161,0.62174,0.345251,2.919523,0.57712,5.185869,5.431106,-0.480592,-8.334247,1
9.05045,0.601706,2.446173,-0.03062,0.492817,0.310427,2.422708,0.792126,4.901465,4.405091,-0.528333,-4.89737,-1
17.430735,0.839874,1.020506,0.218843,0.452516,0.30409,2.222554,0.724014,3.878035,3.867125,-0.255359,-5.795867,-1
69.032834,0.5853,1.983223,0.110929,0.469346,0.333987,2.246732,0.563762,4.092926,4.072712,-0.347096,-4.654762,-1
17.579895,0.887046,1.194497,0.029249,0.55801,0.302512,2.298106,0.702583,4.55625,3.967076,-0.246206,-5.985438,-1
55.675138,0.911598,1.09611,0.025443,0.530177,0.332666,2.430081,0.71622,4.349895,4.297589,-0.326097,-5.73443,1
9.122953,1.047966,0.910645,-0.043282,0.447682,0.324124,2.620996,0.727009,5.122345,4.466335,-0.346121,-5.185724,-1
103.592672,0.918014,1.679638,-0.102856,0.354228,0.321217,2.388957,0.426566,3.810398,4.238405,-0.593492,-5.271738,1
130.376576,0.877023,0.913088,0.061978,0.595294,0.280451,2.26208,0.486941,3.865974,4.042664,-0.516175,-6.284974,1
29.823582,0.684558,1.409432,0.008162,0.453309,0.294633,2.022351,0.617919,3.864168,3.588536,-0.55113,-5.690389,-1
107.774295,0.777188,1.136845,0.074632,0.358958,0.300059,2.050342,0.746547,4.042703,3.625249,-0.399516,-5.33627,-1
47.83265,0.975669,0.811525,-0.211118,0.688731,0.303277,2.359897,0.679139,3.932958,4.269385,-0.354537,-7.7441,1
113.68487,0.936262,1.167181,0.101495,0.547726,0.332803,2.534481,0.410411,5.133591,4.519014,-0.645007,-7.15256,1
2.467372,0.697267,2.508459,0.059196,0.661512,0.343308,2.145576,0.678162,4.731782,4.042377,-0.666585,-7.20207,-1
70.765341,0.772532,1.313993,-0.151279,0.463122,0.268376,2.115439,0.63967,3.878322,3.710814,-0.348607,-4.629077,1
19.154576,0.889632,1.097864,0.100988,0.716914,0.313132,1.995964,0.536869,4.630752,3.708429,-0.398602,-7.623603,-1
159.443326,0.877777,0.731991,-0.002253,0.766933,0.339307,2.532285,0.590748,5.0442,4.341853,-0.299604,-8.762839,1
156.625711,0.78296,0.388017,0.158892,0.416025,0.274456,2.451915,0.569101,5.270649,4.13618,-0.728764,-6.567941,1
4.954671,0.793356,1.06898,0.161596,0.346472,0.285886,2.03771,0.293396,3.826408,3.740972,-0.456002,-5.169777,-1
2.370243,0.87909,2.086917,0.157943,0.570468,0.322986,2.358253,0.802349,5.448186,4.380551,-0.40303,-7.739452,-1
5.903104,0.513211,1.33867,0.154906,0.302151,0.294275,2.249888,0.616737,3.902511,4.111609,-0.439624,-4.309394,-1
204.941866,0.874435,0.670819,0.050248,0.671176,0.315518,2.130863,0.598613,3.920738,3.761706,-0.532881,-5.617409,1
19.941742,0.960322,1.034107,-0.054923,0.611751,0.309469,2.421402,0.726139,4.925474,4.457497,-0.3918,-7.314016,-1
155.650307,1.032697,1.317168,-0.039713,0.532687,0.308316,2.582966,0.650284,4.85296,4.522685,-0.402863,-8.452964,1
24.68758,0.906963,1.106642,0.110853,0.81168,0.327303,2.258641,0.669151,4.404011,4.028868,-0.503941,-6.429326,-1
80.671451,0.901888,0.920022,0.023001,0.377826,0.373598,2.244405,0.553406,4.27526,4.060558,-0.417836,-5.404648,-1
14.044485,0.716925,1.554639,0.057166,0.505616,0.278974,2.195573,0.04802,4.123588,3.915096,-0.590478,-5.792586,-1
47.452384,1.006929,0.693147,0.070318,0.554491,0.325045,2.275606,0.578336,4.539234,4.061155,-0.508542,-7.370589,1
17.986142,0.741568,1.189797,0.103139,0.435361,0.345903,1.981114,0.439025,4.046324,3.57313,-0.376105,-5.676227,-1
25.729787,0.705394,1.67202,0.019991,0.468295,0.400444,2.234155,0.692937,4.313324,4.212909,-0.54408,-4.894752,-1
69.557406,0.969467,1.267818,-0.040725,0.76707,0.319009,2.342771,0.531525,4.471302,4.307303,-0.39756,-7.92415,-1
62.220248,0.671174,1.508322,0.018937,0.53294,0.293122,2.300632,0.534247,4.531967,4.089038,-0.275802,-6.720369,-1
127.608715,0.950723,1.209675,-0.082706,0.411624,0.304465,2.212743,0.601448,4.68809,4.009148,-0.299771,-6.697055,1
57.489932,0.706631,0.688846,-0.004913,0.343682,0.334863,3.05679,0.868851,5.559329,5.677062,-1.056189,-5.173759,1
154.341172,0.870912,-0.189249,0.119437,0.429994,0.275218,2.454704,0.787723,4.14459,4.09594,-0.311426,-6.250092,1
79.498833,0.954678,1.454972,-0.026224,0.601935,0.309074,2.465585,0.691241,4.44065,4.216384,-0.375953,-6.779411,-1
52.634405,0.841827,1.52785,-0.035016,0.598142,0.31938,2.243114,0.703988,4.625585,3.976681,-0.42375,-6.140277,-1
28.834446,0.972646,0.858626,-0.02696,0.346204,0.302993,2.02892,0.789688,3.859783,3.573479,-0.458236,-4.973198,1
80.003351,0.787197,1.05715,-0.11553,0.428234,0.286367,1.901573,0.722101,4.483624,3.394313,-0.468211,-5.81125,1
61.227501,0.829765,1.406995,-0.192924,0.443493,0.298888,2.253999,0.648734,4.232792,3.974406,-0.504751,-5.676411,-1
22.421348,0.857477,1.152185,0.12074,0.344917,0.251817,2.015128,0.301764,3.831781,3.519657,-0.446365,-4.948729,-1
233.479242,0.815412,1.601749,0.014849,0.408554,0.30546,2.07511,0.500231,3.923469,3.560095,-0.467845,-4.578361,-1
128.408414,0.895859,0.556625,0.092561,0.650584,0.329566,2.699713,0.393361,4.963286,4.829792,-0.487208,-6.243027,1
107.811727,0.916472,1.267794,0.036346,0.426457,0.29203,2.381252,0.757052,4.743348,4.101875,-0.319613,-6.525437,1
101.464089,0.851993,1.016492,0.062671,0.349134,0.283881,2.212641,0.671696,4.152678,3.789263,-0.276329,-5.264256,-1
34.555551,0.77966,1.004856,0.199971,0.542042,0.316135,2.436856,0.705398,5.088255,4.20381,-0.544448,-6.250735,-1
142.055403,0.859549,0.445028,0.164556,0.304138,0.309516,2.686772,0.59545,4.800786,4.739912,-0.682622,-4.460123,1
82.104359,1.009865,0.587992,0.011021,0.577307,0.333136,2.196477,0.483869,3.853465,3.7138,-0.489191,-7.457358,1
14.157571,0.826928,1.743991,-0.063516,0.505981,0.323583,2.211451,0.657374,4.077768,3.619369,-0.868875,-5.772416,-1
31.606575,0.670699,1.767025,-0.049303,0.72226,0.380953,2.489143,0.803636,5.670518,4.474049,-0.503655,-7.642247,-1
30.868812,0.811085,2.385937,0.049665,0.577065,0.353742,1.890333,0.837238,4.198634,3.23572,-0.354943,-7.85192,-1
51.768339,0.906531,0.755975,0.021668,0.571232,0.2733,2.173549,0.78634,4.207856,4.087604,-0.294905,-7.562089,1
43.324904,0.800841,1.003997,0.12283,0.623546,0.338236,2.316903,0.528818,4.531818,4.162508,-0.270958,-6.466044,1
31.68162,0.907808,1.157513,-0.086877,0.533857,0.323682,2.242866,0.604509,4.625317,4.000447,-0.460697,-6.767358,1
182.634805,0.94969,1.056665,0.099927,0.442185,0.30256,2.395013,0.800798,4.436755,4.148445,-0.481103,-6.137121,1
3.466275,0.823873,1.758392,-0.087445,0.392549,0.26362,2.37537,0.67158,4.501111,4.322749,-0.553777,-5.190633,-1
349.488737,1.034194,0.347171,0.133182,0.487278,0.296983,2.195984,0.799992,4.188285,3.753546,-0.400048,-7.008961,1
40.16306,0.869229,1.645911,-0.032578,0.517598,0.301229,2.131862,0.820804,3.837506,3.660121,-0.384863,-5.666014,-1
7.371835,0.530625,1.958965,0.132997,0.415595,0.326024,2.051199,0.568194,4.754914,3.581972,-0.697505,-5.880905,-1
120.672437,0.91073,1.169357,-0.010426,0.347516,0.25066,2.035604,0.717007,4.359045,3.446116,-0.410564,-4.924434,1
157.369219,0.854301,1.87568,-0.035804,0.63343,0.275441,1.976912,0.513312,4.279718,3.428527,-0.285795,-7.279305,-1
93.274611,0.730577,1.159141,-0.015149,0.28873,0.305374,2.410215,0.415232,4.179229,4.123993,-0.475687,-4.150346,1
20.944024,0.788766,1.347136,-0.017532,0.424063,0.304403,2.323345,0.700627,4.344825,4.256976,-0.375936,-6.190723,-1
6.009152,0.973422,0.61861,0.024229,0.444234,0.346269,2.545663,0.46052,4.353721,4.717345,-0.538132,-7.256786,1
19.432473,0.842411,0.946768,0.050245,0.498582,0.312412,2.323817,0.692138,4.54701,4.068924,-0.270449,-6.366298,-1
11.764531,0.678169,1.355701,-0.044385,0.600537,0.292279,2.363966,0.777843,4.717901,4.174131,-0.587834,-6.567962,-1
159.431813,0.754379,-0.041694,0.044621,0.276176,0.271729,2.156221,0.729675,3.558345,3.794852,-0.313058,-4.711864,1
124.448876,0.970243,0.664863,-0.009519,0.437645,0.299332,2.201912,0.595982,3.998285,4.027713,-0.258326,-5.913237,1
34.069679,0.861328,1.262795,0.013857,0.569922,0.309423,2.43844,0.725178,4.778116,4.462419,-0.449582,-8.152061,1
110.052602,0.816588,1.293168,0.073446,0.355199,0.264602,1.877552,0.660557,4.564058,3.355828,-0.333027,-4.924344,-1
23.957828,0.74504,1.990586,-0.008579,0.626089,0.337769,2.232174,0.631631,4.889176,3.813601,-0.523781,-6.910556,-1
49.505665,0.742193,1.933427,0.042991,0.398086,0.318922,2.106656,0.371131,3.877638,3.83599,-0.487785,-4.851998,-1
175.147308,0.96025,1.098434,0.026742,0.405898,0.282158,2.11371,0.884718,3.847561,3.939361,-0.471005,-5.551417,1
8.242581,1.007339,2.745069,-0.124221,0.431061,0.284834,2.936116,0.635199,5.092374,5.289073,-0.281973,-5.96668,-1
116.23694,0.999749,1.055144,-0.089488,0.408569,0.279397,2.656034,0.688829,4.222626,4.655278,-0.282508,-6.081178,1
52.509374,0.914744,1.490888,0.041061,0.628046,0.282973,2.238653,0.505822,4.717551,3.912951,-0.370302,-7.717748,1
29.14397,0.74227,0.756728,-0.038791,0.519161,0.306463,2.861295,0.592935,5.452588,5.356536,-0.49399,-6.734688,1
36.623929,0.716177,1.368541,0.000811,0.375575,0.341828,2.561778,0.70146,5.223938,4.776142,-0.587255,-6.351454,-1
47.410499,0.875985,1.500168,0.076481,0.648985,0.324583,2.327908,0.595133,4.496211,4.210702,-0.40588,-8.241867,-1
122.332136,0.898815,0.526126,0.053706,0.504677,0.315819,2.511685,0.641714,4.463742,4.455824,-0.490706,-5.78361,1
40.239944,0.724265,1.214335,0.143912,0.443127,0.297896,2.354599,0.673247,5.196439,4.234725,-0.439426,-6.599037,1
38.051355,0.732262,0.851132,-0.018654,0.319651,0.282114,2.253933,0.781682,4.048879,3.957463,-0.214592,-4.289092,1
26.92638,1.102946,0.922539,0.05601,0.553801,0.280889,2.354868,0.465552,4.326762,4.306325,-0.391317,-7.152052,1
21.11526,0.757325,1.466286,0.002117,0.481271,0.316071,2.427873,0.552867,4.462008,4.13669,-0.560463,-5.94297,-1
109.60891,0.833009,1.085467,0.077888,0.49113,0.375239,2.429453,0.554905,5.255107,4.263768,-0.377431,-8.086743,1
53.735314,0.917488,0.881877,-0.171499,0.527063,0.296445,2.07475,0.474222,4.037715,3.650855,-0.432502,-5.234902,-1
7.215172,0.771072,2.001401,0.180993,0.288516,0.279866,2.011154,0.639617,3.616066,3.443133,-0.352236,-3.690956,-1
30.571727,0.833011,1.379793,0.02892,0.479328,0.365591,2.271737,0.626584,4.751891,3.87323,-0.475229,-5.791361,-1
91.833736,0.856518,0.516432,-0.006286,0.404537,0.253475,2.108288,0.456123,4.287485,3.804087,-0.331308,-5.816727,1
47.893797,0.904791,0.966305,0.041419,0.791718,0.316526,2.293017,0.670758,4.24723,4.078327,-0.42317,-8.0518,-1
38.033952,0.867824,0.974216,0.042686,0.608261,0.353003,2.251584,0.567015,4.404112,3.816867,-0.406488,-6.987797,1
2.968727,0.517082,2.806914,-0.265141,0.307128,0.311619,1.795127,0.618577,3.227863,3.189045,-0.169598,-3.071591,-1
29.381266,0.56289,2.346386,-0.091133,0.481747,0.29907,2.171753,0.97966,4.039025,3.787199,-0.308438,-5.230414,-1
70.564935,0.769146,1.625754,-0.163921,0.531186,0.292715,2.84761,0.667043,4.866426,5.329398,-0.5685,-6.145164,-1
66.551389,0.898032,0.294934,0.117875,0.443101,0.328288,2.424773,0.4793,4.570031,4.252392,-0.491357,-5.863486,1
76.580561,0.690536,1.123111,-0.124572,0.765578,0.28664,2.29611,0.738642,4.21738,4.071967,-0.617193,-5.559155,-1
64.300012,0.787981,0.736277,0.206478,0.55192,0.330715,2.372606,0.606213,4.616777,4.166151,-0.571474,-6.766177,-1
55.076003,0.873773,0.74362,-0.068119,0.539466,0.346455,2.565362,0.821269,4.43828,4.551389,-0.68654,-6.181634,-1
49.593169,0.698404,1.157061,0.120754,0.664665,0.376863,2.319807,0.750818,4.676113,4.108881,-0.489042,-7.722809,-1
11.825882,0.811074,2.136414,-0.001545,0.475963,0.369757,2.295091,0.718887,4.924367,4.104286,-0.746746,-5.395748,-1
4.241134,0.765574,1.551238,0.108973,0.612164,0.374614,2.211956,0.529979,4.261037,3.99545,-0.428828,-6.327661,-1
32.483466,0.99021,1.239026,-0.033571,0.515118,0.25746,2.360642,0.569547,4.288946,4.34226,-0.304157,-7.762551,1
42.205069,0.887413,1.2984,0.105267,0.671146,0.443662,2.151757,0.653032,4.2983,3.731856,-0.498224,-7.244413,-1
67.189151,0.864818,0.786283,-0.08427,0.601873,0.332805,2.374769,0.658502,4.488994,4.215262,-0.353674,-7.396786,1
143.002472,0.958713,0.71452,0.041742,0.555304,0.30685,2.539548,0.740309,4.668958,4.440029,-0.426084,-6.294388,1
69.040792,0.728419,1.512263,-0.093743,0.452879,0.287026,2.436211,0.438639,5.297966,4.34608,-0.447298,-6.484337,-1
23.277081,0.799396,1.683704,-0.016585,0.396132,0.260754,2.236616,0.722827,4.525918,4.061919,-0.468899,-5.248241,-1
10.924991,0.731539,1.356644,-0.150279,0.545561,0.257251,2.109915,0.395933,4.68767,3.881136,-0.476321,-5.783046,-1
108.666456,0.893213,1.198783,-0.176627,0.384077,0.305043,2.34562,0.650318,4.551999,4.186394,-0.314558,-5.409056,1
3.835591,0.746771,2.471802,-0.263393,0.594081,0.344528,2.255518,0.993767,4.258955,3.83105,-0.31598,-5.44722,-1
79.634275,1.028153,0.61043,0.016762,0.505431,0.273336,2.262321,0.566351,4.440507,3.867727,-0.487503,-7.841983,1
53.72925,0.935365,1.084286,0.077653,0.477057,0.382238,2.604277,0.57552,5.523338,4.465589,-0.6755,-6.366236,1
141.331689,0.976723,1.055546,0.114336,0.572184,0.395861,2.419038,0.667957,4.363653,4.280465,-0.399508,-6.372858,1
31.094615,0.975361,0.995783,0.006527,0.56812,0.328639,2.514726,0.653663,4.130332,4.759525,-0.338267,-8.183499,1
48.80284,0.841366,1.875763,0.195535,0.521031,0.298395,2.412354,0.4473,4.419726,4.280508,-0.594567,-7.087272,-1
70.830462,0.894877,1.944982,-0.068091,0.43698,0.273647,2.291972,0.602117,3.862027,4.107006,-0.427919,-5.834765,-1
227.587238,0.958655,0.226849,0.109611,0.337124,0.281026,2.091452,0.401067,4.039003,3.673898,-0.293841,-4.858124,1
127.375564,0.933392,1.191195,-0.006173,0.513596,0.272875,2.294742,0.650551,4.820451,3.943983,-0.423463,-6.865437,1
372.448703,1.008059,-0.533192,0.001297,0.419252,0.269791,2.252848,0.477111,3.907555,4.024337,-0.272876,-7.089318,1
19.271698,0.722576,2.133919,-0.218821,0.477757,0.329099,2.210594,0.729603,3.812932,3.89724,-0.42489,-4.604591,-1
1.112367,0.472738,1.706149,-0.068498,0.379127,0.359183,2.670276,0.649793,5.006568,4.790558,-0.842346,-4.406654,-1
15.844517,0.722178,2.315079,0.05439,0.792644,0.345547,2.231419,1.03867,4.666751,4.010081,-0.34184,-7.467846,-1
31.190923,0.882332,2.172957,0.035263,0.64494,0.31024,2.512687,0.641079,4.82442,4.581036,-0.289968,-9.313104,-1
56.532414,0.735995,0.749451,0.124735,0.373252,0.31783,2.72847,0.616527,4.995403,4.829869,-0.57886,-6.855445,1
5.89526,0.615895,1.814539,0.060573,0.390394,0.374979,2.946778,0.759918,5.763239,5.28131,-0.608084,-7.007077,-1
6.409989,0.683769,1.837973,-0.141188,0.389951,0.317139,2.677022,0.794763,4.926687,5.215147,-0.917284,-5.331421,-1
92.685013,0.631722,0.238707,0.208521,0.401085,0.317518,2.220759,0.415632,4.088438,3.967497,-0.486022,-5.220958,1
38.082009,0.814962,1.049913,0.239915,0.638109,0.35595,2.325887,0.621092,4.837176,3.935789,-0.399283,-6.988636,-1
76.064842,0.994868,0.961123,-0.039312,0.524115,0.299941,2.289085,0.664699,4.249059,4.036237,-0.331659,-6.408953,1
133.287261,0.929325,0.652894,-0.055073,0.524187,0.340651,2.683685,0.662248,4.214611,4.73122,-0.534915,-6.152241,1
174.731185,0.85708,0.727561,-0.029622,0.603522,0.315302,2.441014,0.577285,4.293003,4.303467,-0.432514,-6.636805,1
97.382834,0.774611,1.701015,0.06506,0.41745,0.330563,2.50394,0.442791,4.692063,4.415007,-0.29125,-5.659073,-1
134.778008,0.956361,0.804192,0.11103,0.302389,0.271359,2.533909,0.774859,3.862244,4.425306,-0.401188,-4.491443,1
74.668661,0.976615,0.861896,-0.008892,0.514511,0.338057,2.292768,0.404814,4.225936,3.950341,-0.301735,-7.140725,1
128.634726,0.913856,1.03567,0.206692,0.370082,0.279047,2.09108,0.700883,3.884083,3.541927,-0.398561,-5.252782,1
187.143317,0.969446,1.058845,0.001332,0.559636,0.346608,2.479662,0.67213,4.816909,4.253565,-0.374598,-6.719453,1
73.936424,0.868889,1.395255,0.050504,0.664827,0.320732,2.078284,0.642263,4.52696,3.802841,-0.444886,-6.545744,-1
9.432656,0.802784,1.637342,-0.325955,0.353106,0.291991,2.337423,0.793293,3.993074,4.283568,-0.478215,-4.879987,-1
20.440528,0.620763,1.519341,-0.145957,0.350977,0.311091,2.375305,0.730729,4.53156,4.343619,-0.46773,-5.165088,-1
24.094218,0.843189,1.051707,0.00978,0.589757,0.315045,2.305076,0.776807,4.004616,3.87506,-0.45315,-5.870702,1
56.582405,1.039409,0.97476,0.04715,0.52186,0.338283,2.688585,0.630052,5.099833,4.724748,-0.38367,-7.173409,-1
91.485016,1.017124,0.89332,0.025302,0.417892,0.275676,2.325382,0.864604,4.965537,3.998163,-0.437168,-6.806425,1
10.302873,0.635433,2.222329,0.081305,0.730165,0.406615,2.709741,0.482478,5.034413,4.465232,-0.851527,-6.618787,-1
68.520473,0.846602,1.00067,0.145771,0.661444,0.351203,2.105829,0.553952,4.757048,3.881771,-0.424377,-7.078359,-1
188.412105,0.761964,1.531149,0.104342,0.372449,0.299422,2.402174,0.657026,4.45279,4.155872,-0.413118,-5.192618,-1
87.995015,0.745794,0.731916,-0.099196,0.320436,0.264712,2.138789,0.974337,3.734508,3.539786,-0.520873,-4.502338,-1
58.609425,0.852525,1.037019,0.000039,0.659106,0.318116,2.131399,0.607489,4.370136,3.712908,-0.337292,-7.331524,-1
84.038406,1.031493,2.210947,-0.050447,0.600066,0.315973,2.241127,0.589084,4.343534,3.930244,-0.436213,-9.10731,-1
80.668037,1.04818,0.553573,0.027169,0.546055,0.30476,2.114614,0.479292,3.874825,3.778154,-0.404836,-7.843053,1
100.99072,1.053272,0.931611,-0.059836,0.502183,0.277741,2.396196,0.60309,4.402851,4.185858,-0.350504,-8.511365,1
